wakeupduration,lightsleepduration,deepsleepduration,remsleepduration,durationtosleep,durationtowakeup,wakeupcount
4676,3171,5621,33468,1287,3581,57
4305,1824,5834,56409,6600,2656,16
2642,5977,7159,23707,6461,1040,11
1943,4665,6774,18631,1473,917,23
3188,3874,12469,53584,9461,963,21
3545,4650,17060,20313,7215,3566,44
2574,2020,19490,22083,6544,589,1
4817,3975,10937,42744,3237,2673,12
2387,2039,12231,43718,509,1748,46
2803,4349,19229,21314,3416,3192,35
1789,3383,13454,27594,8748,4696,54
1533,3863,9188,7591,6489,634,1
5535,2688,11712,26509,663,2192,8
3207,2615,16494,29332,6196,4572,22
4134,5365,13497,58835,342,3656,31
3767,3814,7156,20788,8687,3658,13
5806,3154,7365,48568,8443,2794,13
3061,4409,16457,28197,1950,3600,29
1233,5666,16776,36690,4441,1953,54
5114,4918,12770,35487,3566,4277,50
2351,3427,9642,45342,1487,164,43
4321,5545,15106,24556,4163,906,4
1715,2764,2068,6356,720,1340,23
2813,2279,6167,40092,6027,2358,26
4343,1466,2311,39879,7820,4246,57
3526,2060,12984,46732,9770,3972,20
3435,1140,14892,45902,475,4652,40
2101,5578,6545,14350,5611,3012,60
1786,2462,19933,55964,8874,2329,3
4476,3928,2808,21515,3623,1238,9
5504,1020,9392,28358,4125,1575,25
2736,5659,3498,44080,4863,1401,42
3764,4334,10996,40843,1451,3407,31
4729,5734,7697,9659,6800,1720,24
3876,4054,2649,38008,5012,3686,40
3610,5106,13838,41171,9282,1061,39
2772,3974,11738,24357,8369,678,53
2564,1937,6851,101,6260,1050,44
5183,3004,14096,28839,6056,2983,58
2646,1492,13472,39770,1647,591,19
2962,4489,5217,8395,2916,4651,51
3450,3369,12659,2796,8096,2337,10
2312,5505,9288,8593,1945,2770,58
3089,4230,3115,29680,2686,2526,33
2048,3253,10888,45448,1389,2134,46
1489,1848,6016,3944,7631,3525,27
2053,2561,17817,42662,4836,1902,20
5700,5399,9623,55590,4567,2271,32
4786,3229,16014,57288,4444,3783,29
2406,2263,13759,21649,5241,3318,20
2249,1804,14755,57215,7988,1582,45
3270,1255,7227,48171,6088,4205,23
1873,4391,10696,58170,3401,530,54
4275,3258,19978,38962,5490,3596,26
4538,1871,1099,58619,6752,3518,3
1410,4945,14490,33071,9153,3385,5
5358,3989,11223,5365,4584,3722,49
4590,3347,1891,56546,4131,2655,30
2578,4753,14457,28295,7878,1326,24
5393,1588,2478,59957,1946,728,59
2482,1323,11564,29231,3398,805,33
4315,5192,16968,6266,3141,4856,17
1054,5681,1704,20870,9497,1120,16
3793,3607,11127,38822,1247,4562,59
1885,1115,2236,57213,5231,1759,59
2856,2856,11071,25970,5588,1536,19
1692,4532,13665,42428,7758,4847,27
3370,3193,9191,22294,6516,3938,21
2180,3921,1649,58961,1854,1054,11
2517,2891,15061,25911,2113,256,5
4559,3579,6608,17656,4498,2549,8
4613,2266,2818,6730,8075,2073,21
2570,5042,8234,31698,6794,2572,2
1079,4780,1925,1815,8595,3075,55
1888,1987,3010,12740,6320,3816,10
5736,4353,6760,37257,7946,4419,30
5775,5295,5224,38601,4247,3611,28
2687,5599,18199,2488,3397,4043,32
4220,4236,8521,34007,1630,2867,53
4809,1045,1681,42598,2027,3285,1
3150,3332,19964,29535,4734,4301,27
2553,2006,4551,48777,4439,4227,55
3551,1955,18214,8795,6841,4554,18
3839,1357,7960,5593,8737,1451,13
1329,2330,19881,32624,3435,4116,55
2729,1901,17939,5211,5195,4725,4
2017,5512,10430,11787,6028,2607,50
1157,2609,19742,25831,8645,3307,11
1895,5076,6750,1139,2134,229,22
5590,2480,16334,21063,8951,3855,9
2128,2956,16391,34293,8951,4109,16
4357,1422,11758,11220,7389,3500,13
1766,1836,18207,46375,2243,218,44
4547,1555,14599,22757,965,3623,22
1661,3609,12257,23939,2589,4644,5
3917,2451,10887,56736,390,2263,22
1966,4834,9164,27863,9585,4547,40
3365,1223,17551,41246,1106,3341,48
1841,2055,10538,40068,1295,4479,7
1970,4933,13267,27493,5742,1703,12
3845,3928,17556,27514,548,761,45
5234,3791,7549,44958,5330,4359,42
3830,1665,19366,26722,3709,722,48
5097,1290,18672,35699,5626,2885,60
4967,2844,2102,47687,6350,2084,53
4331,5662,9397,44822,3352,2851,12
2552,1705,11102,35963,4150,4862,7
3349,4922,1346,43360,2035,192,2
1593,1556,14970,43284,6496,3188,6
5386,2158,5503,4986,1043,1040,4
5836,3834,5403,10505,5632,1391,2
1798,4455,4960,15444,6416,657,39
1220,4691,4105,12254,3484,4506,56
2835,1727,3501,21908,6600,2350,12
4503,3935,12755,18298,6845,4090,53
4543,1653,18936,45893,3838,3572,24
1636,1482,19671,50979,7172,2852,16
3201,2687,9386,10735,7060,1070,27
3896,3786,1448,12382,8213,355,3
1241,3166,19890,11684,8182,4905,56
2849,3766,17314,32246,1922,170,23
2335,1625,15306,57746,6559,1492,30
4317,1230,2092,14601,5471,2801,3
5165,1527,7272,42415,858,2198,22
5273,4399,15046,44133,4691,4928,49
5410,5877,16572,15174,5314,465,48
5345,1066,10781,55799,2962,3149,53
4797,2860,9544,20706,7506,607,31
3759,3521,13202,14480,9958,479,3
2793,5279,15452,6632,4307,1350,54
1085,5180,3264,27466,4055,173,30
4151,1283,12598,49476,6000,1074,35
4031,1752,3154,35248,8664,3698,44
2596,4250,10589,3868,227,2245,56
2083,1320,4712,41441,7698,1325,35
2539,5786,18264,15655,555,239,35
3165,1180,7869,36552,7516,810,5
5094,1525,11105,43049,6793,2369,60
5509,2765,6617,5337,7052,513,56
4837,4527,4161,55173,2484,4346,28
5222,1940,15183,21905,5467,425,56
2396,5132,2093,791,6581,1357,52
4393,2129,2938,43646,5092,4891,10
1265,1436,18447,17075,5002,2422,18
5487,4872,5666,57974,6958,3637,31
2452,2404,1692,52692,4591,2062,16
3078,5269,19632,16599,7313,1738,52
4952,5894,11908,38720,5924,1530,16
3629,3918,19904,52578,433,580,54
3952,4094,19332,50201,6857,2577,28
2555,5730,12755,15670,8906,1787,33
5184,2611,17851,15107,2284,2537,29
1666,4539,15178,38696,9130,4294,22
1938,1037,8019,52210,6141,724,52
1642,2104,12023,4601,3112,4660,49
1893,3046,7155,32147,2682,2262,22
3266,5923,16835,33236,8495,4620,30
2084,4850,9608,54561,9797,170,46
1198,1282,18348,175,165,1766,57
2159,3236,9869,12713,6944,4352,36
4346,3611,10166,18609,5670,2571,35
4024,1225,1745,55827,9782,1524,24
5886,1959,17345,47677,2126,2782,40
2124,2031,16906,5909,8086,4860,53
4610,4188,16487,3900,426,3511,31
2245,3862,6622,5884,1782,4498,26
2604,2626,11001,14991,5029,3670,57
3177,2853,10751,3151,5896,4569,58
1992,3500,9763,6539,8896,4621,17
4549,5631,19486,10011,6074,4189,11
2265,2504,2390,56274,2883,3020,59
4130,1662,1666,24207,5612,3215,14
4990,4556,14712,54648,8010,2876,48
5904,2739,3294,12900,1615,2755,22
1776,1120,12490,48471,4095,1729,6
1137,1560,18228,58117,5783,2345,46
4011,3874,7376,5794,9626,2952,23
4329,1678,3439,53830,1545,1226,30
2732,5747,13615,348,423,1273,37
1853,3552,18373,126,8191,2581,56
2188,1185,2766,34096,2014,2379,16
3729,2300,10827,21454,4232,2659,35
4072,4510,6764,56285,1479,2871,1
2663,4872,3981,40915,2878,1382,15
1061,4548,4825,20884,4122,3032,13
3229,4400,6513,35455,3587,4910,29
3806,2094,4770,6222,4771,3009,16
4229,1446,6361,47142,497,1831,16
4561,5135,2154,19871,6889,3664,6
1750,3670,4393,20725,8358,2965,34
1643,3917,16891,23212,596,987,18
3669,5881,14184,13823,8040,3138,11
3723,2893,16686,30287,1379,4814,31
2340,3726,9752,46271,3092,3527,3
1124,3765,1768,45147,8519,2340,33
1645,3133,7676,35636,384,2134,26
3861,1969,3430,19046,2288,990,11
5868,1716,18215,32824,8278,3546,3
3232,5877,11064,35549,8611,3300,45
2576,1761,12965,6662,4321,2943,35
4465,5137,3377,1724,8141,1811,11
5901,5017,12612,17488,1498,2926,58
1221,3342,10790,51277,3243,4755,39
1767,5635,16235,34293,5930,874,58
5217,1553,11786,9309,5769,4685,55
1624,4523,4114,7385,2854,3872,5
3859,2355,7950,44779,1477,2262,33
1485,4755,14621,41454,5009,2321,26
1913,2378,11434,46817,4767,192,38
2191,5898,4293,28908,7262,2894,32
5170,1782,10115,1510,6797,2696,13
5279,2410,13228,27150,6073,3973,32
3710,3607,9798,19604,3675,3665,26
5615,5694,4151,20456,436,2802,48
1643,4810,19953,9636,2219,3145,56
2872,3241,1656,35544,1275,380,21
1770,5451,3350,40986,6231,3411,56
5910,2474,1505,17679,2134,745,3
3425,4132,4118,49638,8449,4911,52
5448,2713,1082,30806,9628,3616,10
1585,1128,19535,5846,8878,3938,13
1424,4293,3483,51945,2534,4575,28
5593,5524,17401,54278,589,2767,39
2259,1989,15958,33177,2188,4945,5
5175,1453,13437,34951,2614,3166,19
1991,1040,2012,53454,5528,2657,38
1733,4679,2434,18107,5448,4784,50
1864,1270,17051,19930,8241,3691,36
4174,2948,13508,21031,2269,660,54
1416,2037,10528,11578,2394,4696,45
5314,3179,12518,14624,2843,3241,52
5612,4562,13051,10243,2975,3971,54
4898,5231,12180,4730,6141,2623,32
1317,1348,17773,14515,4333,449,46
3412,4684,3439,5069,3155,2307,48
1709,3198,18481,22656,1357,458,5
3103,4003,18298,40939,255,4743,12
4593,5682,2331,24075,1200,3202,42
2529,2007,19425,19192,5793,4187,23
4591,3198,10926,2137,9216,3055,32
5268,4766,7948,22370,9773,1025,10
2839,3182,17139,41516,8948,706,30
1698,3592,19878,3552,5170,4170,27
1179,3839,18523,58599,8288,428,35
1026,2561,19520,42936,5845,2151,3
2162,3751,10512,25325,8539,3507,31
2731,3366,8114,3453,727,3558,17
4543,4985,16682,3911,3641,186,24
1630,4577,17115,28206,2807,1633,46
3164,4283,19124,50799,6653,1544,2
1603,2201,4186,28640,1105,4278,11
1181,1370,6253,2336,9119,3536,20
2473,4901,11859,3962,5783,4293,14
2115,3423,13345,51092,9025,888,21
1240,3859,1992,33400,3346,4666,32
5810,5595,8579,2376,8945,4482,45
5450,5725,10000,6868,609,2758,7
2556,1904,13833,36565,3130,3781,46
3974,3550,19021,29911,1892,1054,54
3374,4450,9792,40944,8535,1505,51
2013,1899,11995,17496,4089,2283,40
2643,1718,8438,29350,9103,4054,40
4914,3039,15806,46140,6728,468,20
2039,3437,8453,38464,8150,3379,3
2001,2597,6440,54551,4981,2833,52
1534,2561,15385,12448,9889,474,19
5702,4092,13410,20899,6411,1884,23
4772,3635,16911,52372,4713,2212,5
1089,5048,1985,22038,7342,3426,58
4574,3504,15637,3155,4119,4656,42
1937,1666,11875,20453,1996,3442,57
4363,3429,8445,6587,9701,4594,10
5855,1415,4918,23430,8756,953,45
1952,4650,5111,50372,9769,1390,44
4317,1675,6103,2503,5783,2028,17
4621,3913,4367,7118,8655,4074,30
2949,2801,7554,32549,658,2252,46
4790,5155,10467,45744,8707,4886,54
1823,4456,11072,48392,8379,3816,59
3367,4512,16630,25494,3501,1348,7
2562,4893,1314,39225,3268,1501,5
5830,4930,4487,53338,3725,2131,4
2880,4613,4143,20591,2676,1132,7
5260,2453,19925,9552,7440,2953,25
5816,5240,4067,10787,8483,2819,14
1262,2949,11989,6637,3885,2604,23
2259,5480,12221,36924,1500,2348,28
5693,2850,4204,21951,5531,2520,48
4803,4142,2274,24636,9210,2563,58
4332,2336,3034,21463,3230,2163,60
1698,2544,11836,50995,612,203,36
2058,3903,3481,47058,483,3365,32
3662,3455,7550,29550,1345,1730,9
1617,3518,15130,14533,1152,2659,27
4513,5957,16549,23322,4710,2768,3
2254,3554,16425,11054,4471,2526,20
4078,5504,10897,11105,7766,1723,4
1117,4985,14286,7144,1752,3485,18
2143,1071,7367,14747,7621,624,51
2201,5396,10672,2565,3990,2600,52
2990,3725,18641,21296,8945,2723,10
4064,4637,8542,27943,5564,4728,27
3656,3803,7516,31401,385,4378,41
3982,3067,6097,29081,8512,2626,38
3829,4839,14931,35609,9694,1888,20
4710,4499,2246,14235,4218,1715,31
1628,5432,4360,55675,8529,899,57
3271,3539,14655,6576,5422,201,59
3757,1932,16162,22780,4211,3898,32
2603,4741,6492,2223,9455,1329,26
4746,1703,4393,11877,4688,321,50
3915,1897,4694,31795,5630,3437,2
4428,1878,8220,53870,2472,4114,54
4783,3663,14233,6054,5105,3205,13
5028,4465,17865,23198,4778,2487,7
1842,1407,11819,21768,238,1042,31
4313,4471,18628,35098,4774,4324,23
1216,4415,8836,11277,5640,1962,19
5040,1018,2385,52328,4845,1882,47
3117,5585,14131,57234,1761,3513,53
2737,5005,6388,3771,2938,4199,17
4246,4328,18538,6405,7490,973,58
3852,3836,3852,6386,5078,1273,35
5580,2959,8766,52304,9762,2275,7
5491,3536,5811,53303,6336,1189,8
4923,2374,5797,46099,3364,1670,52
2797,3393,15455,38008,7095,298,12
5894,4851,14975,22933,2847,4132,11
3764,5207,18216,13630,4798,3222,31
1496,4704,3892,42322,9129,4062,27
3534,4479,19405,18638,6772,3657,1
2801,2720,7855,1255,632,491,15
4791,3700,3708,37762,9269,963,36
1085,4816,16829,20173,9840,2395,15
5036,1068,18264,11144,2076,1391,2
2534,2524,5134,26997,5311,1660,21
3392,1346,4483,24791,7973,844,21
4872,5918,8098,59209,6028,3104,42
5722,4262,6429,54097,3073,2363,8
1927,2594,3075,5584,2170,3593,51
2672,2490,4804,43602,4071,709,18
5709,5277,3364,23409,1256,1487,20
2686,4875,9981,37847,4307,1258,25
2390,1357,10660,48153,4111,3082,40
5056,3294,2704,39879,9092,834,35
1210,4467,2953,14048,1032,1236,60
2806,3470,11095,53393,3135,3580,22
4849,2328,8881,32335,1531,4208,52
5764,4829,16830,52260,4028,1392,54
3831,1225,12321,39147,7722,2365,54
2948,3528,5536,58341,1907,844,40
2797,5091,18237,33620,5047,2379,5
2536,5980,6861,56161,6119,752,43
2346,3760,17699,7260,4617,4379,17
2887,5864,14458,40883,7495,4677,49
1000,3946,18626,38798,9313,359,6
5701,4747,10812,44583,5138,3768,30
2465,2981,17297,35058,9309,121,57
4786,5324,1909,30920,4362,2070,9
5835,5892,17933,28443,3232,4138,13
3166,5869,19810,48844,9525,4750,27
1008,5351,18735,37471,8450,4192,10
3199,1798,6583,36157,9899,1657,12
3603,1028,11225,42340,2377,622,55
5124,2506,8841,36989,7059,878,53
4993,4689,13036,46890,4086,2071,9
1371,2378,1803,9885,764,2737,59
1999,3200,1050,19232,6681,1992,2
3868,5577,11184,10017,157,3578,10
3913,3220,7473,44225,5519,3751,22
3617,2460,1241,6796,3734,4209,53
1393,4799,9825,24065,4612,2841,19
1379,3987,4241,6184,4590,4214,13
4322,4012,10011,33384,6689,4159,15
1077,2396,4516,23457,8484,3518,47
1876,2888,3190,20194,4720,1856,14
1207,1456,2982,39198,1729,837,55
4949,5821,10074,57933,6118,3636,9
2807,5616,4750,18280,3043,782,28
3122,1367,5511,58759,8051,3963,20
4899,5046,11857,13546,6210,4072,55
4626,3402,6288,41465,3832,1824,21
1787,5098,4507,28437,4920,2393,42
3380,4431,14984,58688,3739,3223,32
2364,4083,3866,12543,1454,2787,53
1151,4425,14764,30747,1230,3656,17
3212,2223,19071,5319,217,2432,8
2736,5286,8995,41856,4136,485,17
3891,4231,13904,18317,204,2592,48
3755,1919,14412,42236,3814,1264,25
5015,1633,16798,25187,7335,4355,57
3389,1971,6278,35621,804,748,47
4574,1820,3636,2021,3265,3296,4
5891,4938,13643,55381,4227,899,6
3261,2659,16381,4787,992,4335,34
4708,2680,17437,12138,9048,1407,22
3138,2145,2450,18575,760,2148,8
2574,2154,10378,38187,8866,1430,4
1496,2577,19243,32876,6714,3867,30
5377,3741,11892,43122,7386,1414,29
5860,2008,12570,31916,4334,126,17
2011,1112,8702,58435,6552,617,35
3777,5611,18340,46197,5060,1936,27
4821,2448,4006,2157,6623,4779,39
2401,2799,8632,10014,670,896,44
2314,4673,2370,18111,7607,197,18
4662,4782,11356,48667,3377,4223,53
1245,1880,3682,26948,4757,3082,31
2217,5228,19814,53770,6001,3856,43
4787,3487,4184,27326,8145,4088,11
3206,1079,3434,30944,3902,2405,6
2707,2632,5496,32814,3893,4168,32
4179,1299,15024,27145,3637,1852,41
5782,2937,19958,8526,1641,546,35
4336,1724,10833,27293,6950,1133,47
4331,5807,5947,35684,1410,1161,41
1968,5912,10798,12567,5148,2781,6
5245,4874,9867,20432,9754,3602,16
1450,3648,3624,26794,2107,880,59
5274,4104,4627,36546,5108,4229,33
5656,1849,2056,9077,1273,1655,28
3405,2967,8273,42072,2430,4356,13
1925,4521,17165,25657,8010,1710,41
4449,5189,15739,26918,484,2053,30
2073,2512,15832,5515,4824,164,15
1394,2876,5222,19728,5110,1538,31
1154,4149,3477,42608,5258,4807,3
5536,2441,15118,39618,5196,1292,32
3518,5201,10161,44401,8915,412,58
3399,1218,10046,36852,6004,1260,38
2364,4458,18051,47177,8794,1467,27
3548,5139,9463,18111,589,3944,9
5918,1701,8146,56212,9573,3369,57
4705,2168,17910,23409,8649,4989,2
5727,5646,6437,23190,6217,2241,28
3822,2300,13529,36517,4098,2017,9
2938,4220,2611,31958,3124,4970,17
3053,2690,6250,43556,6928,2173,36
2143,5378,2047,43165,844,4059,59
1786,1255,15905,26540,3267,735,42
3624,5964,2883,24628,1481,2397,59
2442,2372,14226,48185,7706,2429,16
3053,4471,1904,55303,3051,4087,22
2173,1032,15670,51764,2161,3740,59
3788,3985,4454,44522,2983,2181,60
4806,5073,4618,26120,4195,2955,25
4436,2780,6458,7759,8002,3182,36
5142,2133,12257,20726,3973,315,14
5862,2667,5530,25652,8491,2460,33
2386,4227,5068,51840,1596,3969,11
5067,5497,13808,30644,9124,1747,27
4604,3842,6855,52513,8069,505,26
2748,2389,1688,2067,6651,4630,4
1457,3948,19562,27472,3696,1962,28
2364,3403,16066,49131,5155,746,20
5800,2772,4753,57219,3241,2014,60
2719,5139,7807,40261,1086,1826,18
5189,1850,16138,31653,7991,1467,1
1912,2250,11161,46194,5833,3621,17
3228,4394,12662,58441,3788,2112,57
2444,2473,9496,13791,9438,3779,20
3623,3946,4101,34196,702,2933,27
3035,2599,3445,32950,9477,525,54
5944,3879,4821,8876,9351,1441,16
4953,5850,7697,36956,6513,3732,20
5589,3301,5843,10087,5998,1390,24
3080,2063,19213,34888,9859,1307,33
2637,1544,3952,53814,4299,4463,24
4478,1624,14986,13781,6801,1584,58
4604,2775,18235,6133,9226,919,30
2679,5095,7925,27361,7398,2138,24
2370,5365,2524,33841,603,2255,57
2283,3133,6375,5794,4243,1088,53
2064,3875,16971,14236,7420,2083,59
1602,2322,12222,36834,7757,548,12
4784,2783,10514,3748,7709,987,20
5446,5310,14923,23823,267,3688,31
2136,5998,19878,37596,6362,159,15
2463,4268,14823,48170,4607,3425,41
1948,2838,16205,49074,4446,720,1
2286,1706,14579,34578,4309,2357,59
1756,2726,2835,2511,3365,1017,56
5434,1718,13616,7857,2496,252,14
1321,5640,2393,27725,6937,3246,54
4665,2072,19490,22561,1781,1999,57
1248,5627,19730,48025,725,1762,32
2307,1119,6601,7554,7024,1699,20
2056,4728,6337,43803,3952,3923,23
2614,4224,14156,25332,9949,2834,28
2650,4729,16822,58688,2298,1647,14
2925,5930,6620,37308,7238,3656,31
4852,3271,15266,59739,5778,551,14
5096,3990,14195,25308,1030,3650,20
3018,1916,17891,2939,9583,3770,51
5597,3378,8408,48832,3968,334,19
4057,4158,8160,55259,6620,524,2
1108,2787,9423,182,1549,4646,31
5997,3621,10486,49389,9774,2331,29
5780,2861,19744,45028,9212,577,10
4602,1516,6851,47281,6525,2987,31
1074,2336,19152,32005,2631,3002,30
3228,2273,18512,29153,4795,2046,35
5891,5645,3923,3226,7549,3058,1
3526,3524,3512,44590,4063,4690,33
2120,4966,10787,58482,6739,1523,20
5231,1266,8237,43910,1798,179,7
2248,2598,13619,57372,8833,2401,6
5559,5013,4070,19437,9534,3651,53
3721,5179,5608,28413,2301,1271,16
2880,2618,16131,15427,8965,3973,19
2078,4373,6332,11713,3403,2311,5
4584,1171,9535,5187,7964,1269,17
2203,2833,18863,59236,3305,183,48
5962,1682,7300,40525,7292,2157,55
1485,3564,17406,2159,5630,4111,54
4025,1630,1212,41092,3099,3675,21
2765,5598,15414,16778,3214,1126,13
1199,1191,5068,3701,5162,2287,14
4776,3209,18023,22470,4350,650,27
4165,1478,19266,27359,3658,4441,30
4147,5034,10121,1601,394,2202,32
5693,1586,11540,15968,8773,1605,30
3290,3824,15709,29536,6318,2718,6
1914,5262,5221,13862,9980,1689,21
1332,2145,15850,14671,752,4357,3
1946,2398,2318,14793,6608,1036,39
2219,5751,6039,46748,1545,2304,51
5921,4305,6746,27609,9171,3167,19
4186,3359,13026,9130,3532,1314,27
4842,1431,8308,47901,7006,3427,12
1055,1277,3023,19246,5641,673,33
