wakeupduration,lightsleepduration,deepsleepduration,remsleepduration,durationtosleep,durationtowakeup,wakeupcount
3016,2985,9981,1106,7685,2014,49
2715,1883,5747,8723,8175,1137,57
5740,3365,10580,10254,4234,3744,59
2863,3145,6077,52380,1904,3126,22
1644,4583,13256,20234,3904,4879,25
4422,5544,14308,56702,6067,3644,55
3106,2044,9123,2013,8703,3547,56
5581,3687,19927,33322,1344,3516,32
2057,5418,15632,23930,2644,2175,43
5703,3804,18460,48446,8992,4191,48
2482,3234,3095,40415,6632,3278,53
4321,3064,18844,22094,4291,3009,45
3910,5016,14193,14528,5447,3094,24
4808,4828,13043,34706,5676,2073,34
3273,4363,14040,52169,9981,4418,57
2340,4595,18862,11597,7406,1916,52
3625,2490,10046,10312,1547,339,19
5508,4543,9036,46226,4126,2267,50
1010,2573,11887,59910,8085,4348,54
1455,3162,10073,1578,8922,1488,27
5175,3299,16736,15530,710,4743,13
5119,5312,4766,6216,469,3186,25
4252,2037,17444,33958,7597,2831,31
4874,1955,2501,4776,2040,223,17
4365,2162,10891,16614,6193,3912,16
1938,2112,15330,10367,4812,2579,39
2562,4106,19908,33133,5302,2851,25
1300,5640,12735,19628,7135,4936,21
2806,2333,1266,32325,5277,4564,39
2306,3616,9822,5748,9690,2569,27
5414,2194,18777,42650,8889,2201,14
3699,4793,17430,52112,2633,4170,15
4348,5831,3920,1703,5758,2526,29
3156,5354,7263,9544,5161,1369,31
5555,2807,11264,53937,6884,926,46
2878,3923,4895,44051,1852,2588,10
5294,4145,12024,33821,3034,1175,5
1959,1962,9777,35154,7952,3975,4
3349,2661,19930,32477,7571,165,9
1091,3201,2107,54674,6463,3500,8
5395,1023,9584,15326,4594,2030,23
2167,4583,10155,39570,4873,950,54
3428,2228,1807,17969,2079,3393,12
5691,2494,16290,25233,5072,1135,50
5445,4402,17282,27105,5870,2096,42
3797,5182,13876,56559,8648,4803,2
3137,5275,14963,33290,9418,3142,36
2939,5318,3424,1446,6862,259,46
3354,1828,9659,26784,7068,915,1
2624,4005,19975,13335,236,852,14
3068,3439,6590,2048,482,3710,45
5901,1802,6977,3778,2496,3282,8
4670,3365,11480,55570,7048,1301,25
1506,5858,10269,31966,8243,1412,53
3358,1662,13141,59641,4562,3926,6
2055,4975,19013,36362,4129,2460,51
1735,1146,7670,33864,4667,3294,29
3120,2583,3083,46612,2949,2205,18
3235,4214,18417,20628,7872,4841,41
4454,5771,18519,31600,7442,4665,53
1109,2095,18525,54895,5579,3631,11
1417,2140,11848,53185,1419,3519,14
3544,4255,3398,30015,3257,388,6
2056,3796,6568,57189,7988,2447,45
5455,4752,5674,38348,838,1571,38
1118,4264,5716,40204,7719,4480,11
2144,3941,18451,45412,9322,4312,23
1658,5234,4918,18705,6783,1493,54
2754,4153,7741,52476,2923,4102,42
1734,5693,17201,23478,2315,593,39
1603,5767,8697,56155,744,2251,58
1317,3763,1836,20698,3822,1126,48
5700,3153,11881,27869,8310,4645,51
1734,4909,8239,57464,4596,2672,56
4901,2763,13171,36514,3903,4813,39
2952,5030,6467,13650,4522,1526,25
2822,1099,11039,54828,4897,3509,9
4509,5902,6293,27536,5717,2357,8
1668,1797,14832,2831,6586,4962,6
4453,4576,18480,39799,8524,1070,16
5203,1453,5081,11605,8775,4104,50
2962,5737,4693,48873,2346,1284,57
3873,2227,17385,21660,1290,2246,5
5568,1887,13177,32356,4810,718,22
2985,4888,6983,46989,3847,795,5
3720,4794,7048,10020,3829,4579,60
5642,5141,6405,32048,3679,855,54
3064,1472,11831,48840,483,4860,38
2024,3205,16664,13510,6573,2045,42
2348,2784,13266,11699,4250,211,17
3330,5237,1773,41888,9382,698,3
5224,3297,17031,51020,3112,1952,57
5098,4611,3262,4009,3216,1679,32
5162,3113,15044,18569,3923,2906,52
3279,1332,17364,35368,2423,4243,18
5795,2429,6522,23609,2508,2677,46
3634,4386,7280,8956,6104,3402,24
3114,4654,1978,40899,9275,4066,30
4452,5214,13566,22288,314,568,56
1829,5247,6407,48704,7536,694,55
3048,5425,4292,16292,8949,3190,15
1745,2486,15221,56903,7074,734,42
1050,1212,11747,56304,9922,2369,39
3402,2372,9794,34999,9736,4610,17
5532,3145,17385,8664,2968,1391,3
1260,3210,5207,35525,2685,3197,14
4244,2384,6374,54807,4939,269,6
3753,2180,9075,44786,2359,935,52
3565,2624,7913,5304,4462,2827,10
1326,4024,13467,45712,6252,4137,16
4808,2709,12889,58873,8915,2411,29
4819,1892,11045,21120,2363,1142,45
3052,5333,8031,14383,8323,3097,55
1582,2328,3406,38329,9429,1195,41
1308,3559,4470,51222,3914,3616,18
2879,4591,14291,45999,772,4981,49
2474,3282,17286,57469,717,4537,2
5840,3868,18114,36522,5247,4941,46
2822,2881,17255,1088,3492,3200,34
1674,5369,10946,46319,6395,2267,56
4467,5224,12355,37201,4310,2176,5
4198,2859,11884,52278,6303,2463,53
4407,3110,7461,50803,2046,3607,32
3912,2397,15190,48612,4383,339,28
3797,2402,17610,25003,4654,3927,39
2373,4094,13860,9968,8572,4217,7
5910,5693,4266,33077,9961,1749,50
3834,1340,7058,44214,9477,3977,23
4760,5676,12472,41094,1754,322,58
3202,2871,4281,29456,1614,1050,36
4746,5669,15303,45127,3661,4082,55
2984,4382,7487,4585,8039,3445,38
2861,5724,14573,44733,9893,3829,33
5801,4258,6295,59897,6346,2358,17
4135,2354,16504,2757,1083,434,20
4711,4344,9458,26016,4157,2693,28
3280,2193,2029,10461,9009,4203,57
1950,4010,9615,43745,9755,1099,32
2901,1876,12377,44752,6311,4536,10
4249,2504,14502,40677,2465,2604,15
2360,5004,2328,10958,1543,3636,48
4520,1928,4860,33291,4460,1402,58
3396,4099,6407,12723,890,3347,46
3836,2547,1444,13539,908,4619,38
4960,5586,18963,44825,4015,1225,51
3053,4069,7450,47994,4909,3691,58
3719,1168,1706,3947,8574,3150,28
5912,5129,6837,57949,1730,215,4
5554,5076,14649,31735,7682,835,33
2440,1555,5103,45073,3965,1759,53
1362,3255,12500,54186,588,1924,35
3672,1731,5318,18212,3243,2418,34
4203,5942,14265,37388,9088,3824,38
4328,5794,14108,24985,7306,695,30
4329,1715,12470,43334,5841,2628,27
4187,3356,13633,39682,5758,4237,12
5371,1606,2819,55282,1038,774,35
3313,2409,18926,13627,2829,2671,42
4430,4863,18040,6311,8867,168,57
4953,1282,6051,931,2073,1372,60
5380,5672,13129,4484,5796,1813,1
5606,1838,1072,45506,2981,2158,7
5230,3940,3621,12685,2505,2246,3
2420,2869,8229,8631,9892,3336,38
3109,1288,10960,37093,3807,1953,36
3363,4147,11092,29330,4125,1979,11
5236,4376,3978,3101,4815,784,2
2235,5309,14632,37908,6235,4002,52
1871,3535,17919,21575,7164,3368,50
1468,5128,7874,36636,6850,3916,4
3770,4102,11047,624,6689,4475,28
2434,2868,13463,23320,2381,4695,23
2077,5650,11600,29695,6991,976,21
2050,5469,13918,7820,5163,361,1
5482,1209,7167,23555,4571,1869,56
1843,5463,6778,48658,4280,2145,53
5999,3168,10558,40128,6241,2995,56
4243,3710,1857,5576,5100,1017,34
5218,1018,14931,28182,4872,3936,29
4030,2035,10927,58163,4081,4666,47
2519,4506,11366,12692,6996,3799,6
4992,2800,3457,48029,2449,1066,13
5618,4496,3537,30535,8462,3164,52
4236,1689,5228,5954,5845,4615,3
4206,3678,11415,13685,1316,1058,27
2775,4634,9984,16370,2937,4239,25
5329,4058,3829,1238,3041,1047,41
5226,2579,11985,41380,4374,818,5
5085,4494,7738,712,5158,3840,31
1597,1312,11074,31079,9635,4353,38
1490,2086,17762,2382,9502,3189,21
4104,5802,14799,29203,363,3172,47
2816,3139,9038,54473,2087,3209,43
5113,3687,8489,16497,3803,1465,15
2841,4667,3070,50166,4961,2135,34
4874,2385,8540,4661,6538,4287,50
1642,3123,12005,4077,7988,4106,12
2717,2852,10959,39672,4295,1470,32
5510,3085,8289,27199,7557,3077,28
1761,5389,17208,10575,3996,3585,52
2615,4874,13525,34584,8364,1542,38
4850,4524,7047,55759,7664,2677,23
2611,1995,7257,57856,6574,1692,2
2281,4415,19250,58717,3531,3191,12
1553,2258,11048,44872,7865,1012,48
3902,2449,8216,57243,4830,3295,27
3546,2384,16631,47807,3570,2494,6
1721,5732,5424,7729,2169,980,28
1431,5750,4937,3709,2418,2076,37
5897,1189,6205,47625,5359,1713,55
3100,3882,10182,57704,280,2293,27
4405,4293,14217,12617,3820,140,30
4673,5709,18812,12194,5441,4692,11
5826,2493,18283,8405,6267,3899,33
1572,4214,11604,37182,4418,3963,3
1424,1889,8102,16697,7591,4325,26
3407,3677,17828,13892,8945,2781,2
1371,4836,9787,32330,8862,3342,43
3139,5398,8445,28548,9887,4807,47
3465,5628,14650,11632,2661,820,35
3131,3152,13902,42307,8094,1079,10
4234,1416,19188,32894,1156,3304,42
4704,2633,10026,12494,2289,3480,43
5533,2690,17318,36907,5063,639,43
2290,5045,5911,50693,1854,4018,6
3723,1216,19574,1191,7363,3003,42
3256,2401,7904,18787,6642,830,25
2109,1469,3999,21595,2112,3566,16
2801,5053,15291,41139,4598,2679,1
1108,5614,7356,185,2134,2631,5
1631,5224,19118,27106,6412,4582,5
3614,3946,7546,43201,7573,1734,18
1486,5202,10791,24176,6369,1554,37
3533,3405,2150,10325,7995,3249,5
4483,4873,1105,21085,2955,4675,8
2567,5350,9428,32399,9133,1219,48
2069,3054,2107,54285,1568,4921,20
2365,1062,12368,49255,2331,3954,35
2956,5375,19532,49965,227,3934,14
3048,5361,13393,19308,8009,4301,27
5292,5474,16662,38998,4395,4616,23
4784,2098,6889,9721,4212,4890,27
1124,5632,11181,37271,7584,2576,58
4166,2370,3876,52024,4182,4238,34
2752,1107,13718,39727,1340,2558,29
1095,1565,5684,42301,4671,4291,26
2671,4161,2498,4078,4075,4268,26
4751,2565,19011,30300,9398,3639,5
3871,5760,18612,15255,6589,1488,23
5011,2064,3303,38662,7524,4009,49
1088,4986,15259,3613,8636,2958,45
3978,4465,17232,42733,929,1562,54
1565,3450,14314,8873,7383,693,18
5302,5289,11250,17521,7095,3699,54
2085,4010,6967,3040,8811,415,26
2290,2516,4573,4617,2973,4032,46
4483,1615,10274,31843,659,3283,36
2591,1930,9984,50309,9391,266,39
1166,4943,4106,16781,2155,2424,21
4604,3550,3254,20725,6507,2367,54
5956,5646,8990,21369,1039,3999,36
2251,2271,1943,1881,9770,3617,10
5791,4841,1099,36092,9441,643,8
3591,5214,4549,53655,5595,1374,4
5082,3770,13482,25111,6468,4547,29
1024,2734,17627,47242,6490,3628,29
5541,5307,13617,5819,4059,1453,20
2590,2192,8760,43838,560,751,11
5878,5123,8635,10762,4257,2102,1
3683,5886,10502,28952,4406,1073,47
2673,4383,3878,59794,2747,3614,51
3347,1330,1571,59762,1611,2557,43
5795,2844,7631,46703,2237,3467,44
5763,2908,8917,36826,4155,1177,38
4184,4134,17401,15788,3380,822,34
4504,4356,19188,32216,4433,3829,25
4512,1833,10547,51938,7003,1905,1
1739,2342,15578,12427,7299,3633,43
2012,4729,5796,17127,3560,2451,46
3140,4314,16672,7893,5066,2726,41
3635,3611,14140,31523,8310,4304,59
3227,1995,3328,32426,8425,3228,1
5850,2113,7711,54868,5527,2977,5
5708,4923,6600,24961,2182,3316,9
3376,3539,15806,18650,145,4004,58
3887,5580,9831,10665,450,4622,21
1467,2245,14393,35188,1773,3439,54
5840,1120,1891,58773,378,3655,41
3349,3763,9624,11492,7379,2284,28
2314,2823,8825,49288,1301,282,45
2947,4316,3121,14889,3092,1103,46
5774,4103,13237,50614,4249,812,44
1517,5782,8479,9579,4759,371,55
3435,5387,17430,43836,4428,1876,9
5731,5979,12660,22620,5241,2193,57
2516,5997,5217,3883,5185,4661,53
2539,5467,5237,20937,6980,2497,32
5565,4672,10496,15874,1338,2561,36
4808,3679,13085,12303,9782,4009,35
4096,5889,1860,52288,2031,1988,55
1433,1164,19155,50347,8626,1793,26
3789,2768,5461,44486,6955,3144,5
3238,2423,17102,53203,8905,3380,60
3031,4848,1721,10397,536,4098,40
1173,2756,6944,15053,7356,1485,58
2928,4594,11707,28158,8742,3666,24
5338,5529,3064,48771,1511,911,51
5377,4701,17767,15423,4214,4359,33
4794,3800,12840,8020,5500,235,13
5241,1782,14019,31198,1442,4331,34
1044,5565,18421,21607,8638,3591,22
3213,2629,12838,56801,4064,4678,58
3830,2954,7336,30113,342,782,14
1510,4745,17784,57165,9531,1246,49
5607,5316,18053,22090,4642,2952,55
3021,5231,14397,30849,9256,1584,58
4260,3406,16103,43658,6957,1795,34
2446,2028,9329,49101,469,2583,7
2874,2611,10933,7495,4768,2431,14
1054,3965,15083,2182,4327,1758,33
4038,2146,14486,25558,7437,761,54
5932,3776,10361,31502,1470,2583,11
3656,1709,4591,11975,883,2780,9
3824,3884,12461,54669,2975,2802,27
5094,4496,14691,41706,5872,4620,18
3016,5565,7469,19709,3472,3782,20
5428,4583,4672,12671,7915,1948,17
1631,1120,4032,29455,799,3307,31
1955,5550,7809,37519,3549,4244,3
5653,4815,6208,56239,1620,3569,25
4364,4618,2447,49139,3696,3653,30
5725,2301,6332,56919,7051,3967,58
2757,3012,17296,32708,3058,2269,56
3971,2681,19470,36330,4490,389,1
4104,3616,17487,41819,2418,621,40
4747,2686,6785,4012,742,2658,15
4338,1963,13965,531,8435,4914,15
1097,1060,13708,41227,2521,1900,42
4598,4172,14049,26596,2209,3377,50
5028,3898,1764,59764,9599,360,40
5562,3985,4597,11627,5589,2605,18
1918,5309,13192,33627,209,402,43
2637,2045,17021,930,8926,978,42
3000,5925,19746,57912,7742,4688,3
1359,3442,13506,9701,7118,4172,43
4397,3151,4048,41434,9757,1114,14
5549,2897,1768,59381,2825,1376,30
2980,1171,13042,53123,2482,3224,41
1839,1603,14753,28700,5001,2633,2
4198,1853,13821,16979,6166,1557,46
3199,1549,8474,18230,1589,4699,21
4406,2349,9214,48469,3046,932,40
5781,2282,3251,53894,2232,3499,38
1866,3084,19815,41741,3306,4862,11
2967,4426,14428,49908,4492,993,51
2902,4181,5491,41746,459,4172,35
2968,4521,16119,53430,8153,4152,15
2074,1479,9500,39573,6937,1876,4
1398,2171,14843,6667,2404,413,26
3650,2388,11819,2966,5038,3436,1
3627,5071,3445,48453,6520,1794,44
2704,4412,7817,57907,7105,4115,13
3456,1154,4584,43761,5233,988,45
1407,1833,19929,26512,1432,2330,5
1167,4654,10342,50175,3459,546,5
1101,3458,14291,9827,9642,2714,8
1801,3195,12359,40928,9347,2881,26
3378,4242,4365,56732,9925,2355,57
3450,1345,6694,32732,785,4713,58
1068,5363,17730,13357,3202,3746,45
3854,4859,12617,46432,9788,1322,18
3607,2112,17805,49466,9088,860,35
5165,2166,1427,59677,6109,2796,57
2630,1993,16295,4591,1268,3135,19
1988,5040,13537,3109,8478,2967,57
1494,4433,19257,51542,8980,4666,49
2142,5559,7703,34926,3117,4335,52
3561,2316,1451,55726,9074,1895,58
5872,2097,17525,50943,9234,1167,48
4841,2642,19220,45329,3804,3887,51
1451,2271,1082,6791,188,2871,8
4141,3436,11019,11394,3379,4391,18
3142,5132,18194,24121,9541,4725,16
3868,3469,10269,50414,2144,1585,34
5364,1120,17051,57134,4593,1620,13
4982,5402,15981,20019,9246,1147,60
2483,2382,18859,50853,3925,1649,41
3316,4615,5865,30362,8514,3118,12
2664,2508,9299,37991,3380,1564,41
5603,5191,9154,52250,3175,2924,16
4580,2197,19855,24561,7893,3921,49
2426,3692,13355,15366,6319,1223,59
1629,5773,11629,13761,527,633,43
4819,1148,6794,1580,6048,3512,47
2749,4735,8947,49284,9801,2529,14
3034,1462,3786,18448,1702,939,8
2186,3893,4234,5397,3451,711,4
3042,4329,11337,44106,845,3635,53
1073,1119,2838,56362,6772,2546,40
4418,3979,4972,4012,9790,4650,19
2614,4416,13048,59740,5685,1823,13
1370,1924,11354,28223,4744,3899,22
2197,5739,15314,5949,7014,3305,20
1537,2466,19685,1723,6463,718,57
4873,5667,16715,22312,6456,3883,11
2120,5220,17799,40629,4723,4838,59
5196,5537,3258,41177,6798,1477,1
5787,2180,11847,1758,6311,1253,4
4748,3776,7020,54787,1892,4904,6
1101,5754,16981,6429,9274,1381,57
2309,3592,19030,17236,3838,2422,34
5392,1462,8231,6922,4375,3659,15
1863,2030,17828,50388,8082,2011,20
3018,4121,9509,8930,177,4684,29
4888,3755,17252,49117,342,934,21
1094,3363,3307,21386,7133,386,26
1201,5619,5012,36530,5780,4408,4
2704,1817,12519,53570,7286,1101,50
2319,1237,1883,52614,7396,3646,38
3457,5162,4064,52399,3005,2781,56
5854,5022,6982,26160,2589,3160,18
4874,5275,3152,10134,8171,3526,28
4351,2098,16637,19059,8110,3055,40
1021,4358,15681,12074,1799,4813,4
5473,5067,1897,53798,7383,2036,7
5819,2258,4136,2162,402,843,51
1463,2249,14612,41992,2929,2547,39
1586,1027,10477,12008,2089,3497,42
1475,1994,6029,21570,2034,1594,52
4232,1639,16308,29070,8863,2787,5
3803,4777,18552,26532,4024,4020,45
3529,4302,13633,47204,2443,2432,55
3589,1492,18059,33903,3203,4388,38
1802,5919,12410,4903,2485,881,44
2041,5127,13160,38503,4329,4964,6
3865,2228,12236,21883,3202,3204,40
3149,2043,6904,1649,3705,2142,29
4881,1762,2198,13801,6184,1692,56
3798,2051,5244,1419,5750,1092,27
5811,4537,16491,41913,8102,1318,9
5292,3203,2681,15542,2824,125,10
3523,1869,3200,32291,2056,3739,27
3124,1854,18577,3360,623,2265,42
4145,5968,12458,59192,422,4262,32
3707,1427,5487,19230,6915,2087,31
1802,2560,8979,17719,7665,4849,47
2497,5961,9412,36413,3297,215,57
2738,3944,8988,35662,7573,4274,55
5019,1002,4030,21790,3266,610,53
3323,5621,11801,55707,424,1808,29
3059,1943,1676,754,6297,1709,1
5193,3586,5756,17084,6880,4178,37
4593,3045,8788,20082,8971,4128,12
1663,4757,9313,40266,8918,1184,5
2981,4320,3827,29075,4087,1599,15
1505,3312,13456,28370,5128,386,47
4174,3421,6651,6058,3988,2500,30
3739,2077,5535,48791,9144,4567,36
5845,4028,2743,10647,5221,4141,8
4701,5965,3345,19278,5836,2307,42
3782,5878,5533,25303,3644,4215,49
2725,2216,15505,23939,1490,3178,6
1995,1294,7993,58006,7742,3992,37
3446,1906,3013,51081,6620,972,50
4623,3461,18159,24634,4498,4591,44
2176,5717,11641,16338,8845,548,31
3251,2134,1680,27276,3825,1417,43
1986,5676,10260,50549,1684,2211,44
4166,2225,9110,8778,783,4741,49
5990,1610,14604,31079,3574,3378,39
1650,4958,15495,47414,2018,1272,60
5381,4789,9085,7405,4963,1540,59
5589,4098,3663,42048,9726,2307,20
1854,2813,14600,19296,1315,2686,48
1373,1978,12555,41444,6761,2823,26
4411,3782,8114,58283,5400,3372,7
4513,2953,3155,14478,4154,164,42
4793,1705,14198,58634,5913,4331,35
5178,4691,17524,24345,9327,1244,38
4864,5618,1512,1150,2694,3156,14
2160,3397,1694,47760,479,2386,28
3121,1422,2689,59476,9892,3037,4
3873,3342,4856,41408,8250,4910,56
1502,1485,4096,39459,5165,1212,58
5418,4339,11954,34173,2163,3800,19
4576,1149,17928,56566,9145,482,22
1030,4048,11532,12273,5839,1993,38
4920,1822,17729,33924,1457,2422,4
2145,5134,7733,52701,4917,1483,36
1017,4405,7230,18770,460,1900,57
5493,1729,11432,51220,8213,3039,26
3061,2961,12212,26879,7201,171,47
1926,4440,12555,37426,9084,2885,32
1603,4918,4341,34324,4003,4080,6
4258,1135,12855,2439,9535,1002,59
2356,2044,11826,28623,337,400,32
3876,4741,9156,34560,349,3736,18
2140,3737,1110,16409,7379,3997,43
2232,5107,8302,19692,8077,4713,53
2431,3029,1029,46189,9932,2584,60
4144,1494,17035,55266,2081,4425,28
2894,1240,19336,57557,2082,3772,57
1139,1635,1023,47598,3818,3125,41
2121,5377,2635,46374,8255,2695,7
3329,4857,6130,36166,8883,1387,26
5768,4449,7486,28952,4534,181,39
3013,5152,19912,20673,8798,1839,47
2587,5977,8667,10763,8607,4204,43
5154,4825,15872,43391,1878,716,56
3986,5132,3997,53224,9744,3260,46
2245,3902,7920,26190,6600,4354,5
3541,2349,19581,30390,7119,587,2
2814,5656,9286,23889,7266,4813,50
4036,1893,15885,38227,8595,1901,17
4014,5607,18370,830,6932,3367,10
2804,3665,10756,36226,1244,2875,54
1582,1696,17346,25813,8652,2489,54
2856,1804,11959,42212,680,4169,18
5250,1323,4645,3363,4331,263,18
5439,2988,5714,50592,8805,4308,1
3705,1926,19590,9307,2071,2934,31
2406,5614,4727,15839,130,704,25
2598,4611,12838,45147,6425,920,10
4191,3092,8769,24123,7592,3496,34
5906,3928,8933,11611,1861,3945,52
1583,3394,9212,31801,8415,2271,47
2677,4263,7465,55909,8533,3708,27
3646,3291,18665,24906,5214,2812,58
4537,5750,7481,22181,9179,2673,44
4966,5192,3112,17050,7095,3960,33
5700,2067,5747,41190,6366,4710,30
2914,2835,12583,57336,8429,2870,55
1431,3996,19072,14307,6586,1263,12
3766,1555,17357,15217,5013,3639,23
3546,5261,6364,44884,3657,881,32
3699,4288,7160,19716,887,3124,22
4488,5669,4643,17531,5237,1386,52
1097,4133,12226,31246,5146,4548,53
1068,2569,1933,9942,703,612,35
2669,5297,8886,14889,8233,2273,12
4657,3917,1614,29481,9225,4366,51
3331,4691,9528,32051,2319,1654,51
3948,5206,8480,8629,5653,4240,56
5196,2918,14183,35417,5656,791,23
4615,5244,16192,5613,6303,2664,45
3177,4676,2445,15163,1849,4997,1
4495,3738,13840,3675,5886,2829,31
2797,4251,19730,46945,9523,4129,60
5317,2931,6052,59065,3158,327,10
2402,5091,11632,12801,1859,2243,34
3568,2191,8607,9819,7676,2898,48
4647,4312,8968,34024,669,2277,52
5362,4578,7352,42328,7383,3771,58
5794,5025,16439,47598,5875,3454,53
3644,3605,14664,47700,2604,2492,4
2788,5379,16705,15115,7925,1840,56
3787,5807,10697,50821,9578,968,51
3937,2480,11036,42740,850,3425,39
2586,3818,18018,37835,7083,3008,25
2220,3950,5445,57073,4647,2099,23
2241,5168,12351,3622,479,2211,3
4753,3942,19866,40158,6026,2016,3
1289,3631,8132,18916,4206,257,44
1580,1384,3870,48160,9495,2236,12
5309,2083,17586,25036,6283,4455,58
1987,5442,5736,59444,4331,253,51
2769,3340,16393,37032,3950,2168,54
4895,4331,12906,55350,4566,503,60
4764,5659,10941,21661,9252,2626,1
4150,2336,14501,7250,653,2633,46
3971,3353,5224,25007,528,3297,38
3918,1354,3879,59815,1072,4004,52
2277,3082,14658,21698,4264,2184,57
1119,4478,19623,40210,5559,2340,56
1177,1741,1243,49085,2006,3534,40
3284,2036,14385,10277,6974,816,19
2414,5372,15506,10488,2049,4431,42
2601,5724,9124,11021,3254,2391,2
4662,5490,4486,47289,6555,1120,11
5050,5118,13647,15503,447,4458,7
3105,4728,17633,36881,3750,4872,24
2472,3360,2275,15305,201,869,51
4616,2801,9030,40026,6086,4842,56
5497,3177,10054,18727,5504,2935,22
1937,2786,11333,6720,8168,1135,1
4720,5769,6140,30468,9810,857,34
3392,2698,19911,58568,3153,2395,44
2177,2372,12440,24846,3415,4624,33
5885,5036,6828,10211,368,3560,53
1728,3733,8628,3502,4026,2241,10
4594,2011,1112,12834,2973,3887,36
2084,1271,5496,6151,8422,2057,19
5360,2782,2699,26960,2648,1811,8
5307,4496,8559,24148,1763,2423,52
5189,1269,9890,635,2739,4181,18
1698,3833,3698,41612,2923,2422,5
5244,4809,19485,53653,9424,1473,7
1808,2294,15280,20783,4988,4836,55
2211,2664,15425,39457,2143,4358,38
4337,2133,11400,21162,7653,490,43
5273,5473,12962,25492,7798,3371,15
1279,1240,15980,16594,5453,1403,43
3314,5908,2111,11757,1284,731,20
1151,3730,12270,35916,4120,397,58
1380,4083,7552,55400,5397,4182,8
5531,2995,9718,44060,9709,2755,42
4752,1925,5511,19831,6636,1165,10
2927,1383,15157,26570,7000,4535,6
4832,3014,6155,5476,1128,2674,41
1917,1680,18168,56613,5215,165,60
1831,4672,8595,43851,7977,1484,20
3424,1269,17474,31811,1312,3163,26
5322,5539,12296,9343,5138,2325,47
3147,1797,15727,11636,8796,3687,2
3947,1568,5660,24652,2505,4992,7
1959,4393,17032,55135,7768,653,38
2694,5282,10916,43506,1079,1839,29
1762,3072,9763,15435,9530,3624,58
2013,3646,17566,46137,5185,1171,3
4596,1493,17581,28666,9909,3366,10
1362,2660,1111,43680,572,2678,36
3943,1435,6865,37199,6680,4977,37
