wakeupduration,lightsleepduration,deepsleepduration,remsleepduration,durationtosleep,durationtowakeup,wakeupcount
2153,2954,11729,13772,3491,3418,48
3133,1432,19226,19749,4173,334,15
3102,5549,11088,22389,5371,1375,15
1548,5971,4429,1198,6233,3262,8
1370,3126,4219,48810,2475,4896,6
4096,5855,5331,54148,6138,3858,29
2274,2011,11597,3132,5349,2406,43
3545,4258,11141,39312,4801,2624,57
3169,4102,5060,9232,8579,4949,56
3017,4810,13513,33111,2686,2819,3
5656,1667,12476,57723,7526,4456,17
4136,2727,7151,30534,8016,867,35
1953,2804,16550,20886,8555,431,31
3435,5241,6034,20644,7930,1081,58
4728,5066,18966,6940,9540,1226,35
1654,3309,12987,21381,3231,217,51
5084,5655,18759,42579,1958,4864,23
5479,5949,16718,48378,3097,4621,21
1779,3534,12566,51604,5004,4986,4
5611,3231,1576,54347,8377,3461,50
3401,2304,14646,27023,6603,1093,55
2484,2585,14208,6361,5695,3966,20
5923,2238,17683,53824,9735,4690,31
5317,2573,13031,46231,6659,2285,42
4625,2653,8644,43887,2983,3032,53
4494,3398,13757,22195,8746,2212,26
4088,4246,2280,37605,1244,675,30
5059,1620,7528,22640,2668,4099,58
4992,4263,12507,36782,2375,447,40
2604,3748,3911,37041,5758,1898,24
1177,4972,7969,56453,101,2943,51
4570,5742,18493,47070,9132,2862,39
2009,5844,19644,51438,317,4851,13
3752,3931,1202,16917,1112,1928,13
5531,5084,6584,40184,4780,3316,55
1311,5574,15899,32862,5197,409,47
4743,4434,6548,25680,6743,2602,9
3295,3205,1129,52486,1504,1320,21
2163,5027,11705,1225,8593,3089,16
2194,3130,18994,45562,7843,2469,21
5174,2300,4651,54799,8779,1196,51
3182,4253,7701,34555,5077,4322,29
1741,2178,18653,44915,8198,2971,40
5394,2090,14110,19360,5155,999,15
2819,2692,19369,48366,9966,2538,16
3140,1600,11423,50847,8190,1196,25
1553,3623,1978,29700,3245,4226,60
2680,3969,3611,21769,1409,308,48
5034,4566,1546,3678,3854,4107,10
4737,5875,4870,30177,669,1416,18
4180,4976,7828,15991,1963,572,50
2273,2255,10657,57855,4635,2854,33
3556,5556,7476,49955,5275,801,8
4370,4160,7868,500,4380,2748,28
4637,3114,3207,12688,6700,3940,9
2097,4603,8269,20718,1707,2521,19
5575,3380,19967,41498,8539,3214,2
5463,3557,17506,13723,3927,1075,25
5694,1465,4213,21113,5194,4686,21
4143,2402,7108,24208,4123,4891,51
2584,4265,19431,16919,7978,4979,9
2382,1835,6167,25169,611,3356,32
3415,5693,1052,1390,5607,1858,48
4149,2911,6934,4656,1756,2894,59
4665,1834,7516,43685,215,2032,13
3876,5251,14780,23826,7282,1750,49
1868,3871,19888,35073,2166,2199,56
5869,5211,18222,7520,1252,1553,26
2977,1874,5267,18477,6068,3639,42
2158,2974,4228,49997,1844,557,52
1302,1725,19032,4463,9496,3021,21
1773,3738,12233,33328,8751,4445,55
4562,5116,9164,44584,8877,2065,27
2503,2066,13980,49725,243,4048,43
4357,1331,19494,2101,241,4871,3
2845,2294,18515,45088,1083,4896,26
2106,2691,13433,5382,9531,1966,6
3481,1457,5561,58130,8599,1391,27
1624,3772,1199,559,2665,1359,29
5100,3099,15495,22150,9733,3854,10
5903,1729,12651,28261,6682,1901,22
2298,2088,5864,10711,1000,617,44
3417,5131,16134,53506,4371,3212,21
1294,2991,16102,45926,1935,3517,25
4210,4940,15387,30430,6584,3378,36
4672,3831,6358,16222,9183,1859,45
5996,1452,3658,32012,278,1359,27
5296,5124,7815,36644,2159,1621,14
5904,1538,3730,59585,118,4888,24
3725,4544,3881,15598,9125,1918,40
2060,4108,6875,49159,760,4845,11
5137,3684,14271,25920,4695,3052,56
2369,5375,11753,49811,4520,760,26
5880,2773,19164,28148,9846,3516,8
3941,4099,7742,24509,739,1268,59
3861,2386,8105,46215,7583,4554,52
2468,5520,10117,32069,1218,2523,52
1494,5366,3356,16363,1295,3985,10
1068,1862,6272,2701,9298,3920,4
2497,1619,12849,26928,2566,563,15
5727,4419,7237,41115,2872,2013,15
4983,4956,5365,34279,1827,3538,24
4261,2390,2185,53543,6536,1442,40
2632,5670,18878,5328,3271,4885,52
5094,1732,10924,14404,2094,139,41
5012,2194,18136,56949,4065,314,2
5402,5627,15569,36220,7573,2938,28
3521,1115,12970,7174,5272,1336,17
5558,4540,16606,38915,2720,1334,3
5478,4450,14435,19645,1349,252,59
5832,2795,15346,58053,5112,4034,14
1470,2829,8836,15382,2041,3707,51
5203,5544,16604,48989,4813,3709,9
2854,3240,5508,48763,4186,314,38
1744,4169,13472,1489,522,2928,1
3908,3876,2028,46280,9377,3245,45
4393,5098,16679,29073,8876,4360,28
2215,2271,10658,18786,2016,119,16
1258,1346,10684,46223,4059,4219,60
3662,4588,18017,54561,7116,3795,12
5056,2967,12072,38244,2374,2504,46
1881,2285,16478,18985,9571,3295,15
3872,4841,10310,53980,7294,1912,31
3045,2911,13053,40498,5010,408,52
5818,3201,11742,56120,5113,1405,4
1934,2939,13206,28413,1680,1601,54
4026,3272,13372,53716,9571,1077,9
2410,4992,10096,50646,6820,3414,54
2447,5877,9127,43879,6994,3037,30
5809,3050,1460,16030,6749,2787,26
3505,4866,5870,36376,9853,609,42
3616,5429,10489,133,8646,3140,44
1076,5018,7278,902,6115,1550,58
4739,2450,13828,44795,1517,4243,37
3177,5849,8615,19068,4003,1073,23
5813,5792,18297,55481,3609,2496,24
3778,2731,14465,28119,1202,1750,42
3511,5843,15458,52792,830,119,49
3819,2582,14577,20954,4594,4957,55
1268,4902,13592,15743,5059,675,32
3076,2674,10586,11192,9943,266,24
5837,3390,12976,19180,9314,253,60
3262,2397,1825,47660,4299,889,17
5793,3424,2061,11616,674,1969,51
5058,1580,9785,3667,8834,1138,37
2233,3468,2081,38393,6631,3267,28
1127,4678,13260,11460,832,4291,9
1214,3955,16104,46982,5845,1446,16
5469,4725,16572,12197,607,2618,36
2853,3959,3353,21361,3746,4454,7
1411,4801,18107,58423,2684,2876,39
2991,4740,17244,49821,5600,3280,8
4867,1128,1172,54196,7526,305,17
5476,3134,15170,26054,1546,3730,49
5551,3613,18408,41541,511,4262,19
2434,1685,18252,45011,7397,4487,1
4178,4811,16662,36506,1583,4200,44
5616,4872,11483,2352,4074,3476,52
2514,1536,5661,41369,8519,1552,32
2721,4150,9466,39912,6430,166,17
2995,5520,12234,48447,3506,2381,44
2058,4520,5414,43413,7922,4557,53
5198,2606,11044,9031,716,2821,54
3569,5112,16223,16039,4122,3144,26
3937,3587,1907,7968,3059,3138,11
3976,5263,12449,34668,5356,1958,60
5790,2104,5937,45136,618,2616,35
4347,1586,2304,24086,9135,889,29
2607,3819,2157,47099,2196,2948,4
2130,2651,5024,15462,7714,3081,40
1478,1949,5753,3367,8736,4783,15
3495,2745,14065,5872,2675,463,51
3343,2276,1096,31738,3964,4723,39
5779,4745,18273,51834,4628,882,32
3050,3534,11886,41782,2168,596,46
3516,4816,16148,37638,9605,4874,28
5784,1027,16776,27189,4892,1519,46
4463,1475,17485,25358,9672,2361,2
5200,4816,2020,2426,4162,4479,20
5880,4312,15662,21469,5044,2941,51
1556,2776,10913,4366,7487,2183,26
5657,1927,9049,22179,2207,4764,12
3416,5819,3674,7996,3973,1466,23
2106,4882,11627,32793,9050,4690,28
5981,2423,9440,55507,1044,2962,1
4585,4028,18980,59442,3150,922,24
2554,2764,15579,1390,712,3148,3
1821,5964,1981,44261,7365,4876,50
5255,5387,18043,31407,6976,4209,12
5398,4921,10434,38357,463,1666,28
2422,1913,9279,2863,2225,3833,49
1956,1338,5433,44888,7118,1678,58
3240,3990,9889,454,2769,4605,31
2447,5220,17013,25219,1421,1655,51
2906,5630,4047,6331,6313,2944,53
4782,4776,14438,32505,1522,3430,15
4414,4314,7980,30348,1876,2212,42
3497,4566,1678,6192,5017,3552,23
3314,2030,1458,20330,3700,133,23
4953,2942,18082,20364,1280,2030,18
2270,5079,9148,3283,5341,1830,54
4188,3347,18772,45468,2173,2791,49
4488,3011,9873,3664,6712,4465,24
1986,1188,12854,41791,3465,1387,42
5059,2289,4433,26760,2872,3209,51
3324,4303,1812,54172,8739,4137,10
3633,5634,6116,42568,5109,3657,46
3480,3805,7725,59861,1025,3223,37
3010,2880,17890,15705,9247,2589,20
1840,4157,13103,59193,6967,3398,10
5588,4922,19624,10266,784,1284,36
2151,4240,19186,6867,4864,2321,30
1240,4220,12126,10465,2833,3956,59
3269,5387,19213,40985,8218,1870,44
2826,5575,1278,57860,5738,345,20
5873,2049,18458,13542,9473,4643,15
4138,5999,2142,12248,506,3877,4
1104,3839,9283,54394,8333,367,54
2578,5989,1499,53071,5386,4043,48
4827,2042,13754,43424,5192,2160,10
4413,5811,15041,4904,1856,4785,37
4528,3446,16016,23472,5260,1473,2
5774,4244,3697,58716,8438,3048,60
1539,4457,10406,27230,8285,1944,7
2494,2189,15050,53975,6002,4196,48
1093,5418,10057,41228,5086,4459,34
5449,4744,2812,3366,7516,1020,31
4798,5281,9045,56410,3645,667,50
4999,3581,8973,52888,9986,4517,38
4119,4775,15634,14529,3949,3569,6
2314,5567,11960,20757,452,4582,24
2267,3663,5938,9774,6956,4609,46
1749,1221,11706,6368,468,3933,3
2151,1426,14266,59621,2505,1372,3
2041,1092,16235,25506,888,3998,4
1726,3071,9466,22047,6115,2666,14
4031,2943,6202,25206,9163,2465,54
4033,2250,16949,50920,7211,4588,22
5962,2527,3848,42429,5450,4029,1
3793,1614,11568,45561,5337,1611,15
1327,2394,16024,39575,8861,1121,16
5000,4836,3727,23003,427,3243,30
1332,3302,2958,23357,3489,409,30
1061,2171,1512,35891,9620,2599,23
3522,5082,19220,35066,9466,2207,17
3100,1709,2203,29922,8827,1115,50
3144,1108,15587,52159,6101,767,45
4713,2804,16292,8921,8873,2800,17
1314,2135,19774,6889,5732,310,59
4524,5152,16496,47193,4808,1458,30
5059,5901,7359,52464,8148,4472,22
5447,1595,12898,43890,6082,1422,57
5280,5117,15883,1921,7136,4423,51
5332,3832,4332,4484,3767,3154,39
4982,4967,15984,23004,8127,3452,60
1187,1357,2150,49453,4663,235,18
5519,4162,17954,41706,2656,3102,15
5144,5652,8576,42813,4331,844,44
2043,2540,6105,32299,6915,3193,46
1746,4031,1783,29142,3980,2480,25
1139,4927,9706,46673,1292,2343,21
1192,4942,8693,17990,3765,3856,7
5350,5137,3073,31551,3151,4324,53
3601,1896,1309,55540,9434,4983,6
5343,5056,15547,27380,6893,3329,46
4838,4461,9433,52397,7725,4126,11
2157,4396,12744,51295,3383,4627,12
3717,4799,9157,2234,792,1718,49
5563,2421,14616,9777,6903,3128,58
1381,1375,10593,28090,5359,2669,38
5050,2450,12298,26914,8526,2352,29
2116,3734,2194,3438,8045,3596,60
3260,3320,12334,15787,6842,4311,38
2116,2105,14769,5194,4016,1933,38
5189,3345,4384,52371,8670,887,47
5011,2213,14565,29835,810,4812,5
5891,3858,11252,26004,9757,854,47
2333,1221,13330,45891,7567,3077,55
5177,2872,19225,3227,5903,1255,41
2300,1368,10329,39380,4157,2342,39
2232,1878,9964,720,673,1619,55
4803,3192,5059,4206,6081,1278,38
4134,4360,13724,10590,9217,1938,60
1922,3832,3398,45062,5496,663,50
1729,2823,19949,45202,4134,2076,13
4108,5730,16631,21282,685,3998,10
5259,2015,12102,36862,8835,2570,19
3854,4031,8903,56159,4416,2194,22
2751,5872,8314,354,6865,2614,48
3548,3510,11072,7456,8454,2786,60
1526,4003,4060,57609,4303,3358,46
3267,1263,7583,2741,5077,4667,44
4438,5028,4074,1814,4172,266,6
5100,4127,16037,15909,7746,3656,35
4948,1807,11600,31191,3607,3769,28
5141,5010,1782,42905,3612,1868,47
1908,3574,16183,34803,4195,164,21
5238,3629,16501,48231,2440,157,30
4949,1586,15852,32883,5391,624,1
1212,2164,15245,25810,2977,3235,28
4486,2424,5386,21885,6765,322,57
2086,4378,3969,6747,7463,380,4
4026,4013,19415,3893,6399,4892,60
5224,3064,11197,58965,7068,2066,14
5066,1529,5843,50805,6182,3614,13
1879,3881,4569,2636,9116,4860,50
2346,4479,7535,38691,9487,4285,24
3101,3836,16080,35855,3017,293,54
3522,2633,4137,8410,8038,122,26
1407,4264,9747,10714,511,560,51
3419,3308,14304,50839,3867,2314,5
4454,1396,3775,17198,266,208,4
1198,2544,6443,28331,3921,2677,27
2358,5989,14058,4169,4003,3661,6
1865,3872,18842,42575,4298,4342,27
2002,5095,7047,58886,7057,4461,6
5749,3176,12257,30464,2298,1693,51
4867,3072,10770,18612,6753,4080,38
5279,1125,19003,57904,5635,2427,40
5857,2734,15350,49537,3126,3562,60
1811,1690,8335,58421,7086,721,24
2845,4828,12563,42213,4953,4659,44
4585,1531,13607,24826,3136,4024,40
3507,2494,12398,29069,2262,1826,27
3828,5054,15709,13430,836,3555,30
5162,4951,16982,17155,2917,3597,13
3162,1112,2944,8151,3956,1341,7
5805,1952,18915,28072,4069,436,31
2420,2855,14692,59702,6229,863,41
4828,3010,9062,3295,4178,2948,49
3767,4494,8041,18023,7422,2203,28
4576,3319,4768,28900,3866,4037,54
2221,2627,8854,12029,8611,2304,31
2513,2634,15098,25497,9774,1637,28
4438,5270,6732,29889,7611,4627,22
1647,3793,13846,47930,1081,3527,57
3604,1004,8598,52050,2456,1178,42
4057,4199,14352,8714,3769,1851,46
1729,3936,19821,41545,523,3757,21
4500,3609,13818,36241,3775,2428,15
3054,4386,4275,25724,2787,714,37
1303,1652,5307,18236,1910,3157,57
3369,2830,8339,41435,3066,1417,53
2747,4373,12587,12628,1987,3390,14
5307,4501,17865,37879,1280,177,13
2950,5843,13989,4274,632,665,33
5406,3456,15368,55730,6344,3829,37
2518,1850,18273,30746,985,369,31
3158,2604,8590,31143,4387,4140,46
2611,1510,15775,42391,890,3284,49
5190,3995,18310,19806,4309,3349,20
1328,3067,9961,58925,2546,3543,7
1804,1679,18230,14791,4305,3005,11
5904,2647,15638,45778,523,2209,18
1888,5890,14725,22807,1356,2104,58
1334,5111,16785,20125,9499,3747,8
2251,3758,11611,25161,5275,4665,46
4882,4496,15001,43963,8065,1973,41
2472,5069,12567,26426,6052,384,43
3063,3231,12876,1219,7240,2946,14
1649,4577,7839,6200,8152,1779,14
4899,1348,5720,4948,5291,213,6
1983,1387,8401,11823,3932,3731,40
4458,2469,16922,54553,111,2961,32
2862,4169,10308,58615,1519,4549,43
1409,3716,8992,45192,5664,4114,25
1070,2917,8572,15785,125,4600,10
1877,5470,1152,8303,144,4847,52
5617,2410,13407,16637,1848,2891,20
2772,3110,7912,41863,1830,4265,48
5758,1950,15970,49930,7147,4754,22
2384,5708,9743,27217,2903,4343,19
4812,5127,9060,27238,5830,2714,9
1941,2360,11464,16448,5261,4291,53
4690,1726,8231,21610,4950,3968,47
3990,5367,4257,40520,2285,3162,37
3272,3135,10071,14817,9795,842,60
3665,2577,18074,7247,9706,1693,53
1683,1462,6036,56034,4348,1415,58
1345,5104,1393,59182,1888,4321,59
5587,1585,17848,14589,461,1152,46
5435,2128,4613,27632,2574,1598,60
1368,2780,4161,38227,5840,2852,28
1897,4274,7171,7604,6385,3562,53
1148,1577,16044,27429,1494,959,50
2254,4728,1598,25625,6161,1850,14
4022,1027,19773,15174,8489,3251,38
3716,3205,13446,13666,7252,4330,42
4808,4655,9776,38327,5834,2320,55
4590,1260,15712,43746,9839,4167,6
5305,2132,1820,10212,7355,1081,55
1707,4783,19353,9158,5796,2913,55
1577,3775,8560,44752,3550,1544,21
3223,1060,18134,2506,6105,315,31
3436,4041,5773,10756,7403,1950,10
1572,4949,18935,53502,2920,4567,45
3420,2417,15829,13813,4890,4630,7
4992,3428,2320,46950,9138,2958,35
5263,1744,14188,21349,9926,4168,37
4511,3125,12086,41330,9308,4006,46
4545,1775,1460,9105,1790,112,46
4592,3990,2642,42505,3000,1463,42
3911,3842,19418,4135,5072,4984,33
3123,4542,16111,28705,1734,2658,40
2281,5211,16022,17546,410,583,28
3848,5644,10028,46926,7336,1656,38
5436,3698,13987,45645,4175,2509,9
4912,5093,17787,7124,8763,3104,19
2341,1622,3104,51999,2231,3321,56
1912,5763,19241,30844,687,4524,8
1621,5516,15742,19915,9036,1452,13
5159,4628,4375,55523,2148,4035,31
4954,3294,17001,44026,9626,1992,17
5281,5985,11097,40277,4921,1321,31
2660,3380,10389,50624,9366,1921,26
5633,4262,4232,35537,7164,2121,35
5337,2978,5380,17525,323,2399,48
1697,2143,17596,42892,2423,981,44
1854,2963,19821,42111,2159,4606,29
1780,1075,18059,41228,8601,4005,1
4785,2674,12894,6833,2114,3598,7
2389,3910,16435,1849,3353,3874,15
4122,5222,11858,23618,6642,3929,4
1845,2089,7443,52242,3087,1416,30
3573,2863,6289,40791,4791,218,30
4075,3035,15635,27643,2721,3103,33
5598,2975,11330,48166,2130,1367,5
2549,5086,3842,5166,9914,1982,6
3901,1270,4502,43489,8668,1802,38
5070,4975,13371,21068,5905,798,36
1401,2855,7998,18931,5923,1043,34
3046,5265,9277,58624,5127,2951,31
1522,1927,10349,50124,8564,3464,31
1812,2175,19762,41115,9065,666,55
5005,3812,12295,49593,3289,3829,58
5546,2283,1332,55096,7514,2613,6
5970,3851,2690,8837,6718,289,1
1098,3435,16091,10467,6708,1947,16
2986,2200,5850,40068,3478,3357,45
3605,3012,5861,45547,3126,4269,34
2922,2739,4070,9635,5827,3497,1
5100,3827,9906,648,8115,1601,2
2541,1632,11728,41320,996,324,32
2748,2342,8457,47557,5826,397,56
2172,4073,7787,18112,5502,4431,29
2339,1411,17888,9123,6884,1740,30
3991,4735,1408,25966,5463,3462,36
5398,2952,4572,8500,4239,4531,48
2184,1440,5082,12518,2613,2890,26
3831,4632,18504,19230,1667,4260,12
5224,5012,2008,39188,8160,946,38
4135,4198,12085,48918,7046,2565,55
4620,2524,10411,48686,8869,3403,58
5446,5433,18566,34885,4943,137,11
4324,3303,6749,59057,233,1877,39
3489,4106,12244,18622,4688,4791,12
4406,1108,3090,247,5780,4997,11
3711,5154,8573,50745,5967,3536,42
1452,3183,10415,14694,5598,4734,34
1442,2290,18988,9811,9113,2619,51
3014,3340,12335,48129,6243,1024,25
1641,4158,6093,53053,1698,4456,52
3791,5684,7993,27218,830,3774,12
1895,5067,12969,54689,7745,2983,12
5102,2848,11578,7014,6104,285,58
1805,4173,7011,6718,6249,4106,53
3522,5319,3273,21452,7591,1184,22
1602,5157,10748,57387,4594,1030,56
2835,4438,13533,58527,1796,2278,58
4504,5070,13405,13625,7459,4603,41
4209,1868,1624,39915,1480,2246,37
5020,5231,2839,36466,5921,3288,4
5633,5885,19437,47865,8539,3583,6
2240,2129,16817,55351,8052,3520,20
5360,2199,10907,53450,2608,3543,56
5146,5536,4571,22544,1959,2305,58
3955,1886,4163,54641,2235,4615,17
3404,3238,6190,21534,7213,2433,30
2173,5226,19423,19558,3175,2839,1
3108,3794,5362,10174,1689,1444,20
2191,5637,9920,7428,8566,4470,44
3767,4447,12193,9260,3660,1879,23
5732,3236,16231,13310,5429,4921,10
3294,2479,18891,12635,4377,2545,8
1616,3948,7490,26278,9320,1250,42
5614,4928,8531,346,8805,3548,9
2855,3508,13460,18175,9870,4247,42
4266,5802,10386,1698,4464,3671,20
4746,2147,12402,53772,2508,1106,56
1650,4885,5299,58828,6187,1058,4
4275,2828,12611,49056,1064,2029,15
2790,5874,2736,23274,5488,973,30
5871,4435,15699,34179,7226,1482,53
2838,2370,16510,35728,8605,647,2
4177,2324,5797,1533,8471,4098,40
4075,2135,1813,41675,3843,4844,5
5647,5660,18886,27673,2492,2805,39
3841,2921,15679,35599,936,761,60
3849,1301,4772,50203,544,1060,60
5135,3177,12668,31946,3047,4201,8
2293,4012,10233,48228,9584,706,49
2188,5000,19569,41890,1907,1157,35
5395,4330,1615,19863,8386,2625,42
5702,2864,11711,35599,9403,3359,39
4766,5077,5204,57058,5715,4819,18
2897,3990,5299,30370,8459,2902,12
1809,4949,15470,26381,5873,2989,18
2210,3226,13988,10471,699,1006,36
5813,3692,16674,47641,7141,2817,8
2691,5381,4402,22831,2332,4713,3
1495,5573,19583,4733,3465,583,53
4595,4112,8108,45064,2332,4580,14
5201,2422,4257,8764,9272,3258,58
5538,5522,1389,33664,5966,4899,8
5250,5172,9841,21464,3677,1597,28
3783,2356,8182,55966,6086,3498,6
4211,5144,16468,22101,7665,4496,30
4142,5267,1423,40909,4227,2704,34
2921,1403,12710,14743,7253,848,59
1050,2348,8387,44364,1602,3686,46
4308,3348,5748,50840,3844,366,19
5646,2459,12168,12679,5956,715,36
4883,2812,5168,58725,9711,3465,17
3100,5570,5080,9791,355,3862,60
3311,4788,15976,39192,6336,4881,9
1071,3036,7413,2442,3648,228,5
2157,1333,9157,27347,9304,4806,9
5546,5005,1513,27652,9364,220,32
1413,4945,16757,15891,6320,2896,33
2204,1606,19712,7657,120,3326,55
2658,3187,17127,12437,9159,1439,24
4076,2271,16448,58240,753,2673,42
4018,5421,18217,44625,3038,2765,49
3596,2438,8666,11210,2761,4073,54
5701,2822,5265,32531,3922,4905,3
5987,2094,16088,8845,1925,3277,17
5232,2270,7988,30169,5531,1684,41
5929,4152,6554,30918,3484,4459,12
2313,3183,16150,14075,6918,380,46
4915,4730,1900,26885,9754,3355,5
5161,2645,7638,35557,2943,1844,55
4058,2765,7176,38699,2393,2918,44
1830,5937,14448,8501,9893,883,47
3701,3273,7839,2258,9167,873,18
5566,2453,3979,16649,7742,3783,44
5166,4171,17426,32600,6289,1314,23
1922,2319,2167,46832,8849,1958,48
3086,1400,13659,24190,459,2510,16
1097,1533,12309,31823,6777,2971,38
3308,4080,10086,37044,3369,585,13
2123,3738,7485,45617,8484,2215,28
2407,2239,19536,16015,4837,2380,49
2883,2754,5721,8541,3690,4949,6
3053,5915,6307,40989,9069,3569,16
1904,2274,17345,10395,5038,893,14
1719,1720,11444,2827,9672,1778,41
2296,3332,17450,41551,9564,3263,60
3944,2693,16392,48134,7781,2934,37
3250,4588,7265,3665,7843,1869,39
2472,2990,8320,55609,4518,2111,46
1431,2977,15580,30268,6856,2216,7
4213,5701,4585,56575,5481,1842,2
4772,1054,18668,22855,8568,393,10
2734,3005,3984,36141,5315,1982,41
1386,1205,16207,14799,7499,4750,6
1461,2297,13472,45627,7511,4230,11
5265,1114,16763,46733,5801,4717,46
1529,5969,11066,44952,939,2216,25
5358,1456,12296,48028,6963,3612,1
1678,2598,19472,50381,8042,3545,26
1514,4509,15808,49186,3108,3517,22
4444,5063,18763,23613,8982,2712,40
3631,4382,2823,39910,7569,1051,3
2133,2321,18699,38450,3543,2494,4
5272,4323,19664,39203,5583,3387,40
3157,2144,6362,30863,1537,2183,47
2421,1117,7788,20627,2145,3841,9
5341,3386,7529,42232,9308,1526,34
2638,3347,11995,21347,2380,3010,47
1282,3368,3040,50151,4067,3459,29
2582,2646,11345,32184,1957,1145,48
1088,4759,4010,14516,9411,4787,22
5696,5551,7496,28245,3354,3201,20
4175,2126,8293,1037,2861,2632,29
1105,5383,15400,11523,6589,1194,18
2462,2751,4411,118,8579,1126,1
3722,4905,12018,17102,9580,3725,45
1596,4316,14451,51904,1398,2360,53
3611,5070,1680,55731,4855,2199,7
4639,3256,3408,42350,9114,108,6
5105,1472,18241,44620,3642,766,56
5354,1771,6862,37565,7224,2642,60
5313,1463,11003,45451,8773,1133,39
1965,5876,4032,44685,3051,3840,5
1483,1968,19819,53148,3032,2417,59
3959,2095,8715,52691,4486,3991,52
1831,1040,18487,8132,3318,2542,22
1874,5553,5075,51427,6479,3475,1
3367,4445,16396,29381,4120,4334,46
1480,5210,8710,48535,4810,482,20
2517,1564,11022,42004,8071,2536,46
5626,3836,11132,53871,6727,4760,37
2587,3828,12146,1804,7278,773,20
4436,4341,13065,28566,4074,3040,49
2423,2368,15677,43248,1535,4208,22
2233,2772,13881,8135,5533,2655,21
2505,3901,1371,49060,4793,4223,44
5205,1084,18445,56606,2276,4808,33
1541,3009,14801,57673,2168,4309,25
4400,5777,8442,22474,3080,3928,14
5736,4495,18056,35141,3497,2085,31
1390,2642,4330,58686,9260,2023,59
5818,1578,19763,44026,2624,4055,15
4278,4353,13330,49437,5883,3086,38
1855,1200,7872,14891,6162,1523,15
3888,2931,9038,45195,6251,3804,22
1575,2433,14770,47055,3874,2043,38
3714,1181,19715,47368,1498,2948,37
1668,1315,15487,359,9362,4494,34
2162,4776,16842,29164,1086,3376,29
5146,4009,3601,27171,8997,2129,5
3788,2292,15949,21558,665,1792,47
2382,4474,9190,37644,7796,2173,14
1724,1387,13170,28507,6294,274,44
4412,5419,7112,40601,9303,3692,47
5558,5180,13501,29929,9693,177,47
3682,5939,2804,31750,5501,2256,36
2515,5793,17750,35619,2848,1550,45
1600,1961,1302,17458,4696,4041,7
5714,4113,10025,47814,6784,3631,23
5010,3900,19831,41961,1385,494,38
1167,1701,10756,31528,9727,3427,29
3820,5248,7459,16017,4366,3362,49
1197,5679,13453,13052,6329,2896,44
5546,1239,14918,12583,1534,1540,7
4013,1013,16106,57685,358,4375,3
4874,1204,12250,29737,2288,1067,27
2731,3969,16337,56954,3004,1787,7
4521,4434,13493,984,2316,4048,58
