wakeupduration,lightsleepduration,deepsleepduration,remsleepduration,durationtosleep,durationtowakeup,wakeupcount
3975,3881,15891,28250,6442,4736,48
2375,1567,6718,5852,5375,447,41
1429,5930,3003,3202,8796,4391,59
5479,3594,9303,54299,9018,2904,22
5812,2343,10778,47949,8374,2041,47
3010,5604,12721,54395,8523,688,50
4761,2850,8722,1938,9927,4027,54
5809,1292,16573,47459,4198,2782,19
5265,3043,16861,18457,776,3286,37
1784,3302,18868,48734,2262,4049,37
2098,1547,12863,57763,5784,3625,59
3789,2923,17757,45398,630,2813,35
3767,3679,12240,39019,6696,3014,10
2466,2452,14370,31899,6054,2722,3
4165,1609,2266,23524,5371,2669,8
2090,3330,13688,1197,3774,1134,32
3193,4826,3203,20656,744,4135,24
4545,3677,18425,18661,8952,3261,45
4242,1977,18877,46383,8341,2150,10
1434,5889,5102,22943,4738,4275,12
4379,5794,4941,17349,9226,251,5
3376,2937,10961,29353,9637,4083,19
2206,2710,19192,1692,128,1479,32
5349,4752,3769,25502,4928,2961,28
1915,5839,17624,3651,4735,2042,35
4888,1385,4107,26255,2528,985,20
5719,2472,3057,1776,7958,3626,37
1432,3949,1441,58582,4061,2124,60
3036,4777,12220,14747,6805,472,59
3779,4971,2604,58164,703,438,24
1453,2216,12042,58006,3809,4043,59
2181,2569,16392,44417,5300,1287,55
2745,5590,7912,51526,8768,2872,48
3258,5396,18314,5655,1851,792,11
4233,4238,14511,40884,6571,2829,50
5801,1365,8720,44969,2650,1780,23
3449,1051,14621,57802,1932,2642,26
3549,5410,3420,47829,3717,2206,34
3489,2532,1865,36973,3072,2057,27
5433,2884,17763,13585,5611,1482,35
3023,1714,17120,4043,1495,3766,15
1504,3192,2898,54157,8345,2319,60
4042,1695,3705,9893,8061,2403,58
3733,5700,15675,23088,8705,922,15
4996,4599,10682,5438,4112,2648,44
5200,3061,2639,12366,9985,3194,49
3697,1361,6040,14400,8393,3332,47
4192,5995,5077,48717,8631,4326,4
3125,3549,1281,28717,8094,3328,46
2408,5216,11170,56429,6464,2375,3
5842,3609,12174,41811,4807,4077,45
2468,4997,9365,57044,7335,3120,42
5050,1422,15326,12238,1784,4845,36
4908,1945,11305,32739,4302,481,25
3273,5373,3674,2537,3993,4529,11
3898,4145,11790,11052,2417,2963,19
5577,3170,10014,53370,1909,2831,3
5410,4069,16263,51339,7481,3481,49
3637,4262,12839,56048,8621,3727,11
3633,5626,7588,16971,6870,1894,16
5336,1567,17736,21556,703,604,46
1943,5462,5968,30364,2259,1933,26
3847,4907,16207,15128,8705,4044,39
5399,5259,10662,23953,2809,4214,24
3390,3059,4993,631,3703,3351,43
1680,4971,7080,11365,6332,4132,12
5185,4593,18536,37573,2772,2113,41
4451,3089,6973,25573,9984,3173,2
4168,4285,10885,56985,9817,3073,28
2729,3696,11915,58170,6736,4697,56
1589,4175,12237,14486,8571,2237,47
5819,1614,7282,24454,722,3644,32
5615,2164,17788,49781,5304,1521,27
5172,4416,2734,30738,6475,1462,18
4845,3392,2640,48333,7706,1540,52
1778,5563,17393,3164,6749,295,33
2755,3579,5363,794,9787,1982,24
4967,4424,15043,1831,1734,4286,47
5098,2151,8507,13146,1301,2084,51
1286,3120,3829,48379,9414,3567,59
3071,4229,13441,39912,886,4209,30
5206,4654,6647,50420,4130,3692,4
2929,5252,17988,59625,8863,4172,32
2906,3333,3405,18987,3120,3700,47
2790,1165,6954,47275,1309,329,9
1139,5214,4362,27318,3010,181,46
4111,2369,3004,55502,949,1795,37
5388,4358,17443,12085,9166,592,24
3194,1720,15176,38065,8466,109,28
1680,1991,13204,18840,1851,4377,26
2828,5610,17225,9832,2687,4674,17
2060,5389,6620,28472,966,4562,49
5287,1201,17876,58725,5488,2742,11
2194,1323,3543,43093,2999,3228,26
2666,1741,4920,8019,7534,2428,49
1682,2516,9021,26779,1772,3973,42
2719,5786,18422,9993,7015,4815,11
1050,1326,13182,49984,4048,1615,7
2241,3282,12629,42882,7623,3190,46
2420,5247,9212,56854,1980,2032,20
2358,2903,6938,8858,8637,4531,48
5322,5726,2551,35173,9288,4062,34
3788,1656,13554,14472,138,208,11
5132,4907,7395,18666,2680,4248,13
5663,4797,9545,15388,4772,237,47
5449,4492,12376,33247,9931,1119,19
5890,5432,4683,236,5059,119,47
4418,3918,9561,17150,2877,4700,59
2393,5672,8290,32218,9696,3801,30
4811,3463,1070,20550,1428,3814,43
4482,4073,11528,49781,1972,4202,37
2522,2625,6716,1318,795,4333,25
2716,3175,8273,12774,8286,2493,35
5614,1089,8891,29411,6689,1512,22
1619,5578,15317,36487,6620,1681,10
3043,2276,18316,45227,6284,4070,19
1577,3467,10228,40046,8478,1224,49
3975,1442,16640,51148,5221,3202,56
2434,4506,18056,691,6315,710,57
1010,5205,9641,52995,2465,135,19
4979,4228,12544,40127,649,4591,29
4751,1348,19767,827,1111,4762,9
1324,5069,6340,38536,1758,1992,55
4382,4637,16187,21603,4749,100,18
3681,2764,17512,14851,5143,3075,3
2239,1596,14790,58207,8496,1252,17
5939,1288,12115,10206,646,1665,54
2113,4126,13096,44681,9602,2439,26
1407,1741,7493,34468,9476,2202,17
2284,3238,13902,31565,5522,3611,22
2135,2040,11386,11393,1668,4002,60
1139,1957,15695,21990,2504,3615,42
3804,4772,13511,18441,1898,4703,8
1037,1361,17910,32366,3650,227,15
2446,4248,14353,59421,3153,254,13
2466,5132,10726,55362,570,3154,7
2365,1419,4891,13494,6648,3793,19
3648,2890,4137,29612,2999,1407,7
5585,1826,15830,15451,1389,4404,33
4341,4739,16477,34942,9157,4573,48
3402,5949,5038,58329,7101,1312,41
4069,2208,1722,30588,7377,476,4
3968,4036,18775,1999,2283,2672,48
3283,3601,12375,51026,3440,4226,36
1169,1338,17522,30639,1116,2103,52
2502,1620,7316,56401,7052,1775,37
1073,1286,15699,57549,3521,4801,23
1725,5142,7399,51006,4053,126,23
5424,1963,4820,56822,5214,4444,51
4736,5430,3792,54046,139,4932,26
3705,2756,15316,12094,8903,4465,45
1653,5497,3223,647,285,1526,52
3482,5456,11261,13305,4885,3719,33
1295,2924,14849,21300,7107,2987,22
5866,2488,17218,49141,4679,1384,35
3496,2782,7507,28431,2505,161,15
1685,5120,12075,59870,213,672,40
5224,4169,19649,28549,9206,3214,1
1109,3959,3372,20701,5877,3476,33
3135,3981,4396,43483,5325,203,59
3892,4917,4368,5430,4801,4517,48
1864,3974,19857,16995,8873,1576,34
5373,2656,9317,48815,9622,3850,1
5519,2553,14884,40458,4368,4276,13
5021,4103,19456,44109,3403,387,51
1809,2760,3000,26395,8507,1746,37
2487,3858,14084,29719,7781,2812,18
4510,1436,15072,42027,4890,574,56
2560,1334,5541,540,8340,1974,23
4956,3951,17839,50154,796,4790,31
4928,1322,8418,36887,7609,3574,47
5744,4210,3403,11620,4087,4446,42
4140,5538,15771,40158,6085,3764,43
5418,4867,4364,52025,2264,3341,60
5608,2806,6504,37061,5433,3999,52
3057,1119,3961,27280,6530,1655,6
5081,5159,17014,48464,2666,3266,36
2555,2878,3276,4312,4803,610,56
3206,2551,9612,6900,1020,414,8
5257,3582,15846,16445,5273,3098,37
1700,1225,17327,49212,2189,2390,60
2538,4965,18536,56873,5699,3765,4
3075,4031,14915,52906,3384,2669,55
2603,3684,10717,21948,171,456,56
4999,2387,13847,16712,7926,3040,37
5066,3346,6602,47323,997,3122,19
5554,1724,7308,22321,8755,4692,24
5581,3665,15975,57315,6784,113,34
3882,5018,19266,6754,5468,271,29
5111,3830,11096,14715,6464,1322,44
5016,3455,19491,42407,2519,1511,26
1795,3808,2688,3549,5954,2327,24
4190,4666,16422,5997,1107,4972,38
2225,2946,19819,35218,8056,4489,16
4458,2953,15007,34040,6292,4766,53
3201,4532,5509,16768,4599,3935,3
2903,3572,1787,27514,6547,1279,50
2316,4751,16485,18708,7136,1269,53
1468,5552,13135,50997,9513,3624,28
1088,2284,7178,58075,1210,889,56
2660,5441,16916,10367,3656,4956,28
4145,3795,14382,46981,9131,2346,8
3151,4013,14198,38343,6662,779,36
4295,5704,16934,54495,658,2786,47
5717,5230,6063,49659,4060,3824,57
3008,5552,4167,57572,6958,354,45
3806,3187,16899,1109,956,1448,46
4815,2630,5317,44846,2602,842,46
3198,3275,19756,54386,9348,4014,29
2569,1335,6101,58697,4529,1910,7
3366,2810,8650,8041,9292,656,22
5231,1287,9756,15708,3299,2384,19
5411,2569,3587,260,9361,1406,51
3023,4777,9059,55277,7169,4953,38
4525,1312,1180,14285,5433,373,2
3197,2620,9276,49334,3551,1170,51
3867,5667,4582,6227,426,2944,15
4248,2620,16847,29515,2776,1552,28
3757,5995,2148,18032,2947,823,23
4615,5275,12260,23361,7908,656,12
2394,3678,6150,25272,3215,2955,54
5888,1132,14432,43890,8106,1955,58
3620,2813,3194,2522,7150,3625,14
3183,2880,1785,24611,1675,362,1
2393,2640,8095,51832,7451,2221,6
4952,5638,8010,53089,2326,1218,54
2207,3183,19715,24310,953,3067,33
1364,5604,19024,4112,4660,4629,52
4715,5831,18156,5780,720,1418,29
3919,4493,11340,27233,3568,2524,23
2823,1988,4698,31188,4481,2617,29
3677,2350,18290,57723,1641,2117,26
1293,1268,17754,58915,8360,448,32
5926,4286,14282,30877,1809,3892,19
1886,5833,17371,43558,1619,2561,35
4310,4130,10387,45750,9931,2712,3
2165,4925,10091,44927,457,4640,12
1394,1131,16612,29453,5709,4883,56
1898,1366,19934,952,5139,100,16
4201,2932,11662,37238,5245,1476,9
3104,1266,9186,53287,9448,119,53
1094,4145,9988,6376,1862,2478,37
1517,4765,6612,12043,343,1159,4
2580,1161,2238,54990,9722,4524,5
4635,5132,1244,39210,3387,4310,6
5232,3635,16285,7896,2269,1195,11
1051,3932,16660,58855,8195,3212,27
5550,4598,7033,30065,4974,1153,50
2902,3114,13461,23488,6775,345,23
2640,1463,10121,45647,9111,297,11
2270,4006,7224,27790,3488,383,37
5184,3404,6905,1453,3203,4205,35
2277,2773,3124,42879,1035,1808,28
1309,4812,3934,11962,5635,3711,59
5646,2385,1515,30544,8559,4970,50
5520,3112,16350,15900,4863,3621,9
4743,3971,16802,755,432,1004,2
1450,4284,18517,35669,9899,1556,26
1744,3912,15468,30819,6972,1861,6
5807,2038,11348,42892,9060,3797,4
1720,2051,2560,9369,9766,2927,7
1741,4165,6938,3763,6759,2793,39
4451,3509,5299,40577,6891,421,31
1882,4312,11189,11718,6299,4658,56
1871,2317,8101,57870,4068,2182,54
5022,4190,2572,52953,935,2646,34
3310,4110,8237,1850,1292,4164,31
3166,5450,9048,29832,2084,334,53
5210,4059,1165,35050,8885,4453,1
3048,2400,15174,5390,3599,2173,18
4101,1892,9200,23052,7389,1880,11
2647,5898,13402,51055,9508,2182,53
1103,3965,4500,52420,2225,3468,5
1001,4637,19507,29069,5262,4328,54
1320,1217,6672,32614,1346,1467,45
3004,5806,7745,42072,2618,4101,53
4526,2457,9267,34136,1533,657,5
2021,3316,16354,7015,3578,4430,34
5331,5326,11822,18527,2676,3525,17
4466,1682,18864,46108,9455,2305,45
1334,4327,12912,48359,6755,3716,28
2719,4503,17855,36579,1245,572,38
4023,5728,11385,3744,2033,4607,34
3660,2781,9215,22008,5560,3862,29
3200,4962,5757,19031,3551,2687,14
1040,5299,13411,47951,2075,610,27
5166,5858,5659,54958,459,2379,18
2797,4015,5243,45736,6740,773,56
2012,1650,1348,36920,8032,4958,56
2573,5545,19358,52623,2188,3208,54
4485,3677,5368,36638,1465,2272,13
2151,2670,15465,31606,2882,2191,10
4355,3086,16709,58150,9524,3245,47
3309,4823,8181,24850,7449,862,9
5353,2897,17136,41054,4452,1680,47
3157,1929,17597,54147,1301,2431,16
5146,5585,13013,37791,1393,2686,36
4221,3140,1643,13309,752,4661,35
1176,2934,14157,28168,2441,4714,35
5974,3367,19205,31895,5508,2478,47
1601,4064,8652,55051,9361,3831,44
4062,1910,17192,21292,184,536,6
3333,1151,13560,18269,9967,778,3
2485,1804,7871,41070,4927,1691,21
5669,2691,4078,30667,4787,2395,19
1646,5511,7639,12290,1051,1255,20
4630,4521,11473,33302,8750,1102,34
5075,3930,9399,7530,9192,2087,4
3341,4616,12453,55414,8135,3171,47
5206,4587,11535,45522,7767,699,7
1842,3734,19023,44338,2808,3580,41
3090,2142,11825,46770,9389,2822,5
5278,4874,10117,17298,7425,2618,6
4115,2773,6817,47551,6593,849,19
3311,4452,4901,56791,2417,3730,22
3872,4058,8755,56507,6652,2053,26
1308,1801,8343,5190,7970,1361,19
1850,3637,9271,751,6468,2640,30
2173,4103,12910,10027,7487,2012,5
3425,5549,11384,14359,1871,3994,3
1381,3179,10416,25282,9413,2839,45
3057,3932,18284,38443,4829,3130,45
3633,3984,6901,50835,8178,941,11
5008,1544,12268,39531,9467,2097,34
5339,4555,5713,11042,3787,803,6
3719,2292,4881,48620,8759,2416,25
5984,5442,2852,29508,6712,3797,18
1108,3132,3942,24779,126,1937,1
1627,5660,7235,27021,9192,3022,26
3295,2957,12675,6625,5238,4978,7
1772,5428,11186,12026,8901,3661,58
4653,3003,6034,14715,6678,303,13
1339,1477,19795,34766,579,4968,38
1944,5520,9202,43966,4500,1955,6
2597,2329,9232,57753,9505,4655,60
1564,3028,3114,27220,4434,1355,35
1394,3803,17662,40700,9383,4231,57
1045,3107,10486,14605,4194,623,31
1280,3463,7609,58771,2957,1836,49
5964,5797,4949,513,2546,402,44
1350,1018,10726,49684,7447,498,3
1884,2235,10415,6027,9563,561,48
3374,5668,1519,2754,2927,3592,4
3483,4497,15782,49458,7145,1586,15
5391,4796,5260,9851,2442,4712,50
4132,4036,10069,37068,2986,223,18
4212,1029,4422,22822,6760,3099,42
5379,4320,8871,56413,6937,1013,48
4208,2376,5134,52753,8982,4254,50
2847,5106,19617,27340,8635,1863,3
4656,2454,17916,9559,7583,2470,16
3165,5161,8132,53398,8870,3833,31
4970,4305,1397,42450,2586,1545,38
2883,2402,4664,21456,8582,824,51
1792,3353,1117,38142,1648,2307,25
5962,1723,13442,42323,4597,3919,46
3024,5451,16253,27760,1210,4227,29
4042,3682,16876,19827,3098,1733,46
1673,4835,2040,19869,1259,679,31
5954,3117,8690,4616,2308,4144,60
2807,4021,8202,18982,7794,839,31
2939,3149,5280,42073,2805,2473,12
2962,1170,6122,10400,3878,274,37
3799,2068,8825,19917,3799,3067,1
4951,4733,6436,39979,3248,900,40
4662,5786,19771,50912,4502,3916,44
4467,2893,10211,34246,8651,4776,5
4554,1892,12493,31879,9549,3865,38
4664,1216,15372,25202,8357,1264,27
3109,5055,11505,47552,1163,2222,4
1072,5184,13143,17229,1015,3137,20
5383,2935,10497,23898,9859,2442,42
3078,2244,13229,15903,445,3835,28
2911,1581,4672,48571,2028,4400,32
1299,4902,11551,57538,4941,3835,23
3938,5136,14852,54618,7020,4544,32
4098,3542,14996,14746,1410,4834,29
3263,1769,15109,23970,1659,4257,56
4210,4456,15862,38675,3875,2821,44
1443,2520,15990,6999,7736,117,19
1668,5505,9108,53625,516,4448,21
3216,1657,8163,24440,4967,4024,18
4246,2716,1064,22205,8131,4353,4
5551,4291,17511,52657,7970,139,49
5337,1177,3574,32081,4826,1670,4
2200,4381,5789,39716,6527,4051,49
1239,3183,7843,32383,8929,2330,47
3173,4795,6102,16493,4180,674,33
5843,3733,13149,41219,8964,203,15
1270,1458,2720,6866,6437,4783,7
5256,5582,12043,31555,598,1645,4
2074,2846,6898,14621,1362,3411,18
4858,5293,14590,51953,932,3851,4
1555,1082,9142,55658,8905,4943,37
2068,2281,6000,23066,3730,2033,49
4210,5654,3139,15624,6855,535,17
2325,5603,11086,10957,4479,2797,2
5477,3393,7720,5266,5590,657,20
2709,1609,6133,52086,2403,2123,17
4266,3210,8245,42866,9574,2464,18
1063,5306,13246,47790,1831,1293,40
1397,5105,18618,30676,6652,1505,20
5134,3184,10517,36524,1483,2480,15
1491,1455,12741,8683,8027,3010,6
4750,3251,9395,40634,7051,3487,30
4675,4045,13297,25262,3021,940,15
2132,3714,7806,29831,2504,4189,54
5820,4777,1318,10229,2064,1689,26
2460,4566,9503,48882,6451,1330,33
2314,5271,2305,12855,2848,2729,36
1610,2721,10938,14225,4605,2900,3
3726,5069,9901,55677,9040,4905,15
5682,3995,17891,48004,6926,1388,5
2128,3456,14967,45266,6021,2525,22
3239,5867,9297,7934,8977,241,55
1344,1253,15192,24748,2314,1891,13
2630,4438,1203,44525,5719,3033,46
3432,4503,10533,6838,3514,1031,5
4034,5788,11135,23995,2228,1495,36
1990,3991,6505,30460,686,2981,15
1657,4337,9664,22463,7554,177,52
3610,3601,12318,28552,1324,2438,36
3160,5982,5759,52524,1743,1874,33
3034,2401,5845,26070,1806,3121,27
1019,3319,18439,42683,7422,2362,6
5840,5937,3672,9076,9299,4299,11
3258,1323,5923,45311,5005,1053,43
1299,4984,13872,26036,513,3719,51
5604,3669,8121,12785,1800,2767,29
2046,2681,14607,46688,4966,4051,21
3442,4762,7301,36876,7362,3734,22
4407,2770,3318,7959,3777,4186,58
1946,2548,6639,8619,7646,1239,9
3295,3291,9197,48898,8980,2337,50
1095,1564,4602,44020,9792,4673,5
1980,1972,3024,31459,9905,3966,21
1562,2210,11350,59430,6873,2618,3
4417,3616,2871,51164,6132,997,51
3129,4600,10863,24671,5167,3005,53
4041,4935,6846,31248,3433,3292,22
4791,4783,10769,15576,3060,3661,35
4952,4721,6572,44763,7663,1762,52
5767,5323,19637,39282,6330,240,14
3638,5384,10368,50255,9616,2302,4
5492,2481,12982,20741,7089,1879,10
3616,1041,16146,56667,4073,2928,2
5752,5380,14809,16043,9652,4347,40
1246,1168,1669,47451,8510,4885,48
4110,2236,6959,40406,5428,1265,22
3714,3411,5826,1262,1146,3819,21
2582,5009,15369,10339,3573,1761,33
5758,5060,8946,18403,5537,3671,3
5475,4397,14690,39178,6649,2677,40
5925,1136,2133,59146,4424,2797,37
4718,5284,19378,21711,5166,3390,44
2009,5314,13896,25955,2285,644,31
5232,1812,15113,32355,9729,1940,22
1636,5852,4496,13967,8411,3151,4
5605,3446,4827,40016,564,4625,5
5948,3934,7702,17934,2586,3911,12
4612,1494,18108,24652,6160,1548,60
5138,1065,1443,13739,9657,3849,29
5366,1178,3887,57040,725,4188,11
5305,3978,14844,47910,7000,1632,29
2720,3185,13226,44506,7756,2438,15
3154,1871,1980,15236,4220,397,10
4437,5435,7222,59807,3106,3320,11
4379,5750,6183,33916,7031,315,21
1219,4012,18613,56887,9087,4473,39
3505,1426,16376,32278,9145,2100,12
1102,3330,17917,14130,8436,138,23
2393,3717,9280,39149,1021,3360,21
5767,4056,3939,42112,7807,1505,23
3885,4852,6022,31508,5081,4260,58
5769,5324,10681,15327,6494,1168,16
4550,4539,2102,43290,5507,3197,21
1189,4746,6013,13916,200,4211,45
4059,3926,18858,3506,7949,4429,8
2300,3613,12947,47654,3515,2594,19
1198,4897,6375,38284,9763,4201,7
3273,4322,1133,12087,5044,2696,47
2686,5395,15438,44522,8957,1780,26
2128,2430,19243,22458,1030,1887,40
4185,3993,17740,45354,9022,3352,26
5427,4126,17252,8288,3300,2558,3
1415,4435,9591,34262,5469,2865,40
1477,3375,6847,56788,6837,282,50
2201,5375,17904,12864,1720,835,31
3005,1022,6347,53514,1242,4584,35
1834,3990,17890,27032,5034,2762,29
2825,5664,17367,27092,1622,4343,39
3890,4119,13648,46612,9830,1382,12
1732,5698,17409,47786,8202,3765,10
5224,3876,2389,22445,9657,2796,46
5997,3476,8072,42159,5938,2502,23
1378,5909,3043,12801,1741,2562,18
1159,3621,5042,28299,5729,2180,36
5109,1078,1181,14119,2978,884,17
5892,1196,19984,54172,4187,3588,2
1543,2274,4691,40478,9074,3673,11
3427,1683,1719,34274,905,2919,34
2143,2284,10053,30528,6342,3825,25
3385,5985,6634,18535,7516,1280,2
3056,5644,16977,50174,6056,695,49
2558,2029,5753,32609,8048,4806,59
4378,2515,2899,8673,8912,620,30
4922,5438,9384,36334,9566,3758,37
5409,3338,7345,5736,8701,3657,1
2529,5875,18323,40291,5856,2447,58
3492,5935,19309,51105,780,486,46
3073,5038,6733,20284,4472,262,2
2293,3267,11239,19056,2621,4260,33
3344,5852,15799,16810,3504,4800,59
4599,2537,10504,23595,1297,4874,40
2204,5488,9977,13845,3504,2685,53
2143,3853,1867,16231,9190,1446,24
4094,1828,10344,40372,1344,2515,47
5578,5754,16018,26357,9684,4445,12
3519,3173,4259,56545,1175,3832,1
1372,5797,12428,20494,6825,3057,16
