wakeupduration,lightsleepduration,deepsleepduration,remsleepduration,durationtosleep,durationtowakeup,wakeupcount
1740,2458,3285,15904,3220,106,2
2064,1401,6184,19373,2512,3983,21
1669,2384,13300,54978,2030,2269,22
5310,2930,15434,2479,1937,2636,27
1913,4144,16809,21293,7461,3031,50
2590,3221,9757,17269,7895,2534,35
3632,3070,11828,42499,1708,2627,17
4653,2518,4789,57049,4943,1074,33
4608,2977,18075,54404,6390,4670,42
5738,3593,17506,22405,8567,4543,59
1727,2340,8640,11932,8481,1909,43
4853,3666,17079,58616,8391,2407,40
1826,3659,6962,32962,2315,3156,5
3989,5401,10060,3574,2573,2865,60
1956,5808,1594,30778,5591,2842,8
1185,3454,18421,30179,6885,340,51
5770,1048,16557,35747,6788,2222,16
2712,2711,18667,41428,6692,492,32
4200,1221,16062,43339,5174,3471,53
1768,2014,10577,45942,3975,2334,8
2341,2964,18589,59341,3195,616,59
2326,5041,17660,42589,2831,1578,8
3992,4656,17366,17535,6911,3447,41
1063,5709,15155,48121,6347,290,46
4811,4090,17062,44845,5449,4772,9
5112,5133,19154,54841,3178,1306,21
1545,3493,11452,13513,3598,4924,21
3274,4605,3097,37242,5064,169,46
2737,1495,7031,45823,8180,2933,18
3912,5629,13452,10330,3509,3387,9
3992,2272,12677,33943,1113,4450,15
4122,4627,7097,15145,2175,1152,16
1642,5517,19464,28661,152,1456,33
2920,4463,6739,56436,5860,2672,5
1318,3594,5722,10575,3167,4048,8
5471,5863,9229,39802,9147,4177,12
4163,2454,4733,30085,6664,832,57
5336,5572,7205,10931,830,3722,29
3582,4746,17628,58838,2430,3681,36
4560,2596,12878,14032,4505,2609,25
2120,2670,4282,48826,3854,2766,37
5038,1169,12666,12141,5672,2743,40
3529,1361,12737,46873,7640,2904,32
4738,4800,16452,31420,432,3333,56
2271,4733,18829,31043,357,4764,38
4679,3279,16851,37135,4980,4027,28
3459,2545,10106,44216,2674,2318,26
5912,2301,8227,46367,4243,4030,27
1384,1775,9280,24750,2590,1814,6
2833,1062,1150,29893,6365,139,22
1501,5326,13869,13105,763,531,35
5782,2564,7320,39222,6854,2066,52
5030,2375,3439,12700,8444,3712,25
2008,3433,12042,14149,6818,4593,45
3761,3715,9714,11740,9723,1532,22
3038,5052,1294,59193,4588,1218,27
1148,5865,4277,43186,8855,287,15
5206,5969,13569,12687,9115,559,25
4786,2474,1279,33596,1644,2519,33
5468,2436,10919,26860,9098,3264,19
1440,2294,5669,59544,1152,2386,9
3611,1155,14244,51252,2034,3088,59
4545,4710,10172,25560,3683,3671,15
2349,3245,3101,48772,8818,1632,31
5541,3602,16554,54059,208,3254,44
3455,3900,1578,19305,5293,716,49
5198,5173,5697,53501,9468,3571,26
2648,5035,14112,34093,2700,2836,53
3770,1985,12876,36244,2748,4424,37
2069,1980,16782,9835,1396,2280,14
2011,4022,3455,26652,5083,889,15
4259,3815,7893,1643,7088,848,43
3371,5858,2416,12621,8577,3040,23
5974,3390,16047,8068,8269,4330,10
3483,1688,14260,2387,506,2338,18
5988,1426,15975,5753,6364,2080,32
5685,5170,14304,33495,8861,1080,2
1648,3674,18091,29115,8905,4034,12
1358,2924,1635,50146,9651,298,32
1736,1028,1266,34834,2119,1099,60
2694,1158,18277,37202,3809,3165,48
4009,1657,8541,14566,6832,136,34
3424,3943,6247,35854,6898,2092,50
1981,1801,17850,41969,2569,1936,52
1040,4208,2768,15307,6756,4614,54
2686,5445,5178,27312,5444,4797,49
3340,1558,18837,43411,498,3455,57
2845,1648,4923,35351,2987,242,14
3468,3120,19689,23945,216,1114,46
4062,5291,15337,23165,6604,4387,25
3804,3231,19296,29905,984,3214,54
4464,1547,8729,17826,9822,4687,53
2671,4217,9357,39951,1302,2458,41
4426,4651,14251,49369,1391,185,30
1408,4092,10898,53995,4357,1574,60
5914,1565,1707,17464,7224,977,27
4212,1810,9153,25061,2039,1103,37
1373,4448,13275,45835,5355,1211,2
3025,5657,12392,3490,3974,2381,11
2627,4782,6168,53202,9922,3821,22
3492,1038,4095,32832,2311,4801,60
5457,1441,13522,30652,8035,3129,21
1304,3359,8172,50891,1398,1852,14
2922,2252,17056,475,2820,1581,42
4042,5149,4889,47339,3449,3405,35
1727,3310,10619,53855,4870,1999,6
3560,2033,16678,30255,9400,1636,56
3584,4727,8288,49343,4464,1050,30
3431,3757,8967,19463,9844,2577,4
2435,3557,7586,50786,9880,3937,47
4037,2221,8549,3568,2524,3823,55
4731,3316,13193,41981,5480,1238,8
3736,2171,13858,34361,4416,4447,43
2789,3052,1127,1748,3252,516,16
3013,3193,5813,43336,7297,1791,40
3598,3258,6266,10076,4024,4080,25
4085,4422,9105,20043,3366,3975,34
1201,1264,11075,58809,961,1309,22
5265,3709,5767,23841,1288,2415,52
3919,2692,13699,11595,1271,1183,22
4897,5651,12307,13748,9609,2102,50
4075,2646,6627,42374,7250,673,29
4250,1768,17943,11291,2947,1084,42
4264,3513,8488,10886,4215,4965,60
5869,1874,8820,19593,7797,2700,5
5586,3028,3411,58548,2736,3419,19
3496,2326,9778,48878,8771,3274,38
2389,3975,5292,35297,1247,2036,59
5249,1159,12654,49772,3128,4067,45
4906,2427,7602,2418,7751,4723,34
5570,3504,11573,38220,7025,148,10
4810,3000,1057,9598,6001,575,22
3046,4938,14009,55634,978,1917,55
1807,5602,10817,27602,6014,1161,37
3928,5480,13035,16282,9319,2979,14
3345,2373,16715,10023,7553,1080,60
5040,3245,9217,43652,4776,3732,29
4206,5479,11806,46223,2141,3388,54
1725,4781,2766,55748,8461,701,34
4163,3933,16436,23253,1748,2549,8
3495,5548,1140,36616,4664,3868,20
1475,2624,14523,49609,3564,2847,43
1604,1973,14436,55794,1746,739,52
2202,5803,19152,52695,4465,1435,57
5451,4354,15283,38013,7592,3084,3
5038,5668,14235,7224,2479,3123,36
4937,1782,5036,54383,5889,3685,59
5261,1769,8890,58067,3520,2895,49
1442,5111,18356,15428,2651,484,54
5095,4798,15783,36370,2401,2854,38
5830,3789,7578,14743,8062,1007,20
4687,1646,12574,59935,6227,4384,6
5996,2595,11822,39482,1280,1893,13
5776,3374,6788,17756,8617,2076,46
1787,5045,9495,16867,407,2078,28
3849,1377,8946,15014,681,4863,22
1722,1244,1895,57334,2745,3043,55
2736,3278,3288,22759,3017,464,9
4063,4462,14841,42765,6701,1000,46
2016,3554,14123,10638,2078,4633,39
4800,4229,3113,37966,614,709,38
5248,2786,2147,18015,9104,2838,17
5350,4008,9936,44385,2348,1393,31
1903,3733,3064,58104,9747,964,55
4154,3225,4720,22853,6887,808,2
1992,4579,16946,14429,360,648,53
3345,4741,3860,23137,936,2125,21
5905,4983,14163,54216,9719,3373,14
1282,3974,19499,50473,9634,3065,35
3603,2978,13075,2824,586,628,45
1504,3421,4020,43599,2922,2996,53
5745,4835,19885,15710,2057,1992,17
2377,4623,13885,25910,4680,1369,56
3170,4760,4094,18659,6627,4967,3
1175,3700,14690,59046,8312,2918,13
1074,3101,7788,6012,7413,3479,57
4943,4901,8129,6250,8813,4135,20
1076,5467,15789,8284,783,2507,15
5232,2534,3512,22018,7739,4115,42
3991,1851,6558,42997,8363,469,59
4975,4253,13112,31695,8070,3357,13
3245,2888,5710,56463,4327,3265,25
5900,2692,14180,48697,3432,3999,27
3674,4938,1541,21174,6493,4522,38
2947,5756,2623,31097,8477,4670,4
4248,1658,10131,50893,6488,2281,34
2840,4666,2757,27227,4451,3604,59
4891,3167,17904,57153,7641,2531,23
3657,2332,8523,45386,5908,2647,31
1436,1836,6829,44846,3629,862,16
4778,1875,18168,24622,7262,3292,17
5689,2614,4205,19613,6718,3056,23
5554,2505,8677,52479,6366,3836,49
1568,5523,3000,22327,5779,4937,5
4743,1178,1132,3705,6965,3687,49
2177,5522,18352,45886,3100,105,25
3005,2767,17992,38967,9295,4401,26
1934,5048,6989,27749,5561,192,60
2026,1794,8129,41186,6539,675,53
2919,5928,19206,24026,2419,2999,7
3131,2038,14021,46562,3031,3707,12
4751,2560,14908,24757,1325,1998,23
5575,1438,6110,59444,9796,2483,57
4552,3462,6882,35822,1316,3945,35
4467,3087,14714,29632,8447,2724,17
4210,3887,14102,230,7974,1913,2
4528,2156,19278,18703,2385,2980,59
3347,3132,17500,58260,1282,4905,37
3483,2537,12446,39340,8946,2326,57
3855,4793,11123,1490,3404,1375,58
1866,3236,9416,55287,3623,4864,40
3851,2834,14145,50332,8237,1245,41
2339,5156,10160,28373,9310,2360,45
5526,5033,6203,43389,7854,1126,55
1078,4185,15547,22398,2725,2963,8
3425,3161,4084,22049,6887,2841,40
1027,4873,3887,319,6885,3199,14
4876,2978,19805,22235,3562,4922,36
2645,4714,15193,5514,7628,3186,18
5182,4032,4878,18731,8833,4886,21
1205,2971,11844,20641,3165,3245,22
5989,1512,7394,961,1680,157,23
4761,5167,19536,26528,9119,1617,27
5132,5303,16378,41502,2508,564,16
2368,1107,2772,5173,4250,4214,18
1662,5797,10749,21077,5847,1702,7
3768,4930,9872,12408,6837,3424,40
1789,2852,15278,35150,1270,1526,20
2505,2881,19338,45317,2761,3995,58
5100,4433,16285,22170,6411,335,55
5073,5608,13245,52826,1574,2670,47
1766,3999,11753,24076,1132,4751,16
3168,5682,13735,50128,7204,1568,35
4969,3168,11845,33503,5202,3376,48
3999,4907,4240,39842,213,3600,36
5708,1271,15861,25458,1261,2889,49
1487,2573,11089,52044,6995,2412,31
2044,3072,15583,32458,8692,2547,25
2309,4100,17765,20625,6246,2149,29
4350,2456,15823,46374,1717,420,34
3519,5616,14535,53848,479,4740,48
2412,5584,5325,7896,2664,3364,13
3872,4408,17732,12864,631,3934,44
5323,5332,4166,18178,6174,750,14
4740,1938,4517,16015,6332,2862,45
3579,1147,9819,26984,105,1338,18
4475,1910,5693,26654,3305,1021,59
2422,3883,2465,44231,753,2356,10
1725,3429,13021,9016,4930,465,37
1874,2797,13129,12382,4904,2753,9
1601,4043,4500,39056,6990,4446,58
1037,5046,9248,20946,9847,1942,23
3210,2375,8296,19850,9435,3361,46
5900,1367,14713,47738,9756,591,32
3335,2395,18105,27211,8500,4280,53
4792,4088,15213,51757,9379,3733,30
3598,5465,15357,14030,7773,4053,17
4658,1945,5899,6443,6735,303,10
1465,4613,19001,43346,3564,2726,59
5131,2173,13806,7887,1372,742,40
5772,3745,12544,26414,2397,2601,60
3294,3090,9489,57713,3408,808,1
4256,4744,3348,41035,3456,2643,43
3265,2402,12585,43218,3980,4391,19
3768,4743,14999,23146,809,2358,59
5657,5511,3465,12330,8926,2730,25
1996,2304,16403,27774,3922,2654,39
3237,1911,10306,59087,7626,4226,59
5817,2789,3407,14110,4508,402,2
2447,4255,14725,11387,2980,1354,33
2370,1528,7825,28058,7557,3009,36
3109,1380,15196,24071,4010,1329,48
3253,5687,3488,44740,8659,3650,58
2553,2616,12858,30764,5424,4007,56
5691,2001,2657,21384,497,539,37
1137,3595,1943,48916,5076,2537,56
3767,4268,16728,20510,9158,730,54
5360,5011,11928,2080,5778,4473,49
5071,5125,8451,7733,661,1569,7
5494,4038,4538,6213,1780,702,59
4764,4576,9547,59574,2682,1507,38
5587,4695,16582,15625,9718,4405,5
5004,3609,15668,18740,1417,3469,51
2169,1914,2121,46610,5095,1072,43
3911,2345,11602,8000,1633,4916,56
1689,2920,16912,51649,1022,3973,43
4521,1980,18479,2930,9053,4531,18
2421,1234,18529,838,9809,977,14
4763,1732,14932,21660,3515,2978,23
1618,4671,8839,59918,7197,1264,19
4396,4385,1740,51945,3714,4611,34
3728,3825,15109,59039,9395,219,26
2669,1432,2830,8848,8389,2786,54
6000,1736,15163,53516,9834,3331,28
1601,5668,3114,49473,7367,1637,36
2142,3738,5030,47164,410,396,58
5190,4281,14962,38472,4582,4901,14
1947,4050,13326,4496,7655,4431,31
2386,4993,2489,27863,7088,2436,3
3222,1722,15484,48571,6576,184,23
5775,3569,4466,44718,9573,4992,38
3854,2748,14923,5184,7444,3971,13
4614,2115,2690,39262,8536,3260,28
2475,5754,15108,16108,5416,2664,38
4625,2392,14419,14522,9295,3011,49
4219,5666,4400,46181,7740,671,13
5539,1269,2636,39893,8415,4913,59
3565,2928,13223,53012,6678,4918,32
3002,3200,14291,53852,405,4100,24
4971,5295,1218,51124,8867,4952,29
2796,2601,18046,35027,8385,3458,47
5029,3909,16823,50999,2158,663,47
1411,4113,15299,19060,5572,4066,29
4698,4906,1416,22287,1722,1128,38
2012,4902,8626,4993,7554,656,37
5839,4473,2438,47774,2075,976,17
2620,3699,15614,36128,7319,2401,11
4214,2687,8459,40925,3575,2031,50
3081,1968,16965,33528,1956,236,46
2983,1209,16367,35753,9095,1875,7
5244,3483,3068,19109,1434,482,35
4277,4406,9257,57857,5059,3549,10
2588,5107,11072,13891,7147,2198,24
3983,3416,16841,40862,6659,4821,28
2095,2745,17543,57995,9638,3595,54
4700,5679,4847,12625,9519,3193,15
4739,5004,18535,36722,3754,3798,43
3988,3344,3946,36719,2661,2014,39
3980,2786,19699,9484,193,2518,25
4982,4618,15973,56629,6474,1100,13
1540,3742,16672,46760,7217,3803,3
3608,1000,15401,34437,7869,2724,48
3643,4592,7440,57705,3551,3374,52
5727,5911,16412,58219,120,1143,47
1176,3240,15047,43646,8036,1521,16
3273,1809,10363,13920,2764,1983,33
3978,4062,14150,32160,438,2775,8
4020,4803,17119,31055,8018,509,47
2560,1076,4181,50243,235,4740,35
4788,5995,18341,29278,7061,4041,16
1280,2328,2279,19037,8302,2608,3
1831,3282,6460,17464,6747,3075,39
3194,1511,9047,23630,8113,1045,43
1197,2995,4241,26638,6032,171,16
4416,1656,4381,15087,5538,1080,9
2331,4983,6037,42362,1155,101,56
2468,4751,8955,6016,7398,3904,36
2032,2143,5341,56163,2898,2007,12
1947,5865,17558,30497,7357,3697,12
2705,1829,15319,30919,5858,1167,12
1557,5421,14723,37863,7512,756,55
2208,3405,2261,10074,8842,4810,58
4065,3075,6956,32049,3218,2042,20
5667,2568,2174,33381,2253,1774,1
1304,5962,9246,28280,1043,3311,8
5696,1075,16839,59628,6813,4403,44
4658,4654,2909,49552,9120,2384,24
1596,4907,3967,3194,4313,3429,32
5071,3506,13325,42207,4056,2925,34
5432,3769,1333,59705,9335,1208,56
4871,5979,6865,46544,3337,2227,34
4845,1496,2917,33185,5550,1066,59
2034,1120,2900,33327,6388,1834,45
2585,1007,2693,55437,2487,3910,35
4116,3482,14649,14994,7929,4608,38
4950,2016,6833,57046,4078,1497,10
5889,4817,16223,3058,7378,2048,31
1332,3802,9290,17858,3421,489,16
1859,5830,10612,46517,5918,2690,26
2810,5097,7093,30948,2947,252,44
1888,1041,4481,27120,619,4504,46
2387,4861,19614,47620,463,2950,54
5295,5049,14645,54135,9637,4347,58
4124,5322,17842,254,7882,3984,21
2842,3762,16522,20567,1674,4108,32
1528,4845,2362,34182,5895,1170,60
2308,4012,6294,49464,3169,2912,38
3868,3212,2860,23505,5596,2726,31
1565,3135,5044,49068,6320,2264,35
5099,2238,4157,24371,2791,2500,12
3131,3399,11689,56854,8327,1706,26
1137,3562,10775,12759,1240,2955,43
3321,5965,19609,57962,381,589,20
3471,2879,13550,35164,2511,1522,14
5703,4896,1766,50105,9693,621,20
2787,1300,1872,38909,3903,4807,6
2643,2864,6999,24092,7554,316,32
4118,5997,5804,31883,716,4782,53
2704,2107,7167,8608,6571,3663,36
2278,3549,15916,41751,8300,3604,34
1430,4097,10951,18831,9238,672,5
1370,4576,18921,24699,3227,1954,3
1877,2998,9678,14536,2206,4977,56
5040,1598,1930,40459,308,2217,8
3774,2117,16631,40887,1453,4241,47
3543,3654,11973,15677,3873,4527,1
5156,2276,5292,11807,3361,4374,7
1103,5858,4801,18680,6989,4320,48
5031,4411,18653,46379,8745,3540,50
1177,4743,14080,12358,418,3728,48
1612,1024,12961,50968,7048,1710,23
3719,1478,2466,16282,6565,4874,16
4604,1836,11402,42697,2372,917,57
4730,4178,11673,12655,9776,473,13
3234,2002,18616,58365,8685,3726,15
5719,2671,11037,19696,2546,1830,58
2628,4848,15936,48353,2982,636,60
3333,5334,2850,14620,9668,1246,21
3069,2845,1273,14760,5973,1690,4
5386,5591,18750,54286,9633,3802,37
4157,4296,3447,3458,6462,3252,56
5303,1749,12451,1629,8140,4550,1
4606,5772,6311,58133,5676,4046,57
4834,2442,10170,3747,1752,680,56
3321,3331,4838,19228,7131,1734,55
1131,2996,14196,35821,1840,4711,42
4010,2562,16045,41386,3971,2576,25
1404,4373,6963,32994,1190,3521,29
5986,3981,18095,51286,4903,2261,38
4339,4532,6902,35040,7697,2934,55
3329,1756,2258,57361,8517,3190,12
5261,5301,10810,11398,3010,1791,27
4147,3992,2030,19773,5457,4144,41
2293,1477,1322,49181,1004,4647,49
1009,4230,12843,27721,6901,1303,42
3196,5042,6016,50927,4586,4339,46
3513,3094,8954,13422,1171,834,42
4596,5018,2585,7377,4054,3033,18
3149,4887,7496,40731,830,158,6
4946,4454,1424,57191,9841,2764,25
4048,5094,1235,55617,6046,2395,17
3976,4973,7757,56717,7725,3926,41
1162,5233,5422,23614,2350,2444,53
3073,4028,19107,53317,1210,4521,7
5073,5506,17926,51499,2143,144,45
5639,3940,12348,14155,5561,181,41
4909,2878,15590,13144,8390,1181,13
4193,5859,9969,302,8533,2269,2
4246,3350,4307,6980,5702,4844,40
5589,1803,2148,23793,8311,192,41
3467,3029,17830,22241,5069,4967,50
1462,1098,3118,36006,5310,1397,46
3405,4406,4021,27021,5510,279,34
3470,2698,10987,53103,3402,2245,47
5481,2875,2331,56161,6844,2714,20
2237,3832,5805,45524,4729,1870,8
1165,4429,16483,9390,1051,3819,2
2695,2926,4740,56243,2670,4707,41
4748,3465,9456,57533,3504,4720,12
2490,2200,1897,43111,5826,607,58
3458,1016,15512,35223,4770,4967,33
3863,5327,11317,1960,8471,4740,60
5997,2213,2507,56775,3754,3545,39
4282,1084,16765,13924,1987,2836,49
5079,3783,13753,42806,5795,140,59
2277,4214,19481,49497,5589,493,39
3342,4532,13149,10617,8097,1141,42
4368,5708,19067,8493,5530,743,57
5095,4045,8739,54523,5120,3365,57
4821,5211,3954,4476,6322,2867,8
5548,4177,11630,20355,8337,487,59
4019,5314,17060,50587,4209,3415,3
4378,2871,19224,34755,6846,4095,25
2248,5816,8282,42952,5693,3921,16
1635,4829,19660,36775,2836,2884,23
4025,3716,13382,56235,9275,2433,22
4512,4285,6459,58484,2245,523,30
3752,4577,17692,35407,3274,4856,59
3906,1610,19126,39215,3291,4132,7
5091,5590,16296,12479,5618,3062,13
4428,5791,18900,1455,218,728,50
2127,1720,15209,52469,8463,2557,18
2326,1837,10124,27616,1865,2492,3
1568,5504,14492,1911,6864,4879,13
2776,5695,9908,53997,771,1695,9
5322,4663,17992,24914,4687,4382,57
3052,4060,17352,52298,3436,3672,2
1975,5195,8066,8219,9764,2869,57
3413,2442,16732,2382,8500,3180,49
3198,5438,2825,39327,9210,487,45
1048,1901,17439,14114,7784,2336,31
3886,3203,11580,667,1303,4138,18
2100,1647,9191,57570,4532,3089,1
5472,3646,16369,49688,1309,3108,28
4637,5172,7929,9239,2605,3389,47
4269,1419,4363,45295,3651,2149,29
1396,2518,5420,41304,9062,4024,45
1480,1012,6064,35770,2966,3004,46
3428,1676,7055,11993,9492,1666,26
3953,5905,8748,10404,4087,3852,8
1995,4619,5446,17649,1561,1018,42
4426,2827,19887,7514,484,3269,24
1269,4279,10257,17128,9963,1573,28
5104,3703,5504,13477,5014,768,38
5814,5999,16075,56467,830,4689,43
4188,1366,7509,33473,2166,3512,57
4183,1104,18442,11736,6826,2996,53
1724,2924,16735,58588,7003,424,57
2304,4086,6619,28208,4775,1679,52
2089,3904,14177,20680,1798,287,29
